"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02199!!Estimate","ZCTA5 02199!!Margin of Error","ZCTA5 02199!!Percent","ZCTA5 02199!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","833","±161","833","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","223","±91","26.8%","±10.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","49","±55","5.9%","±6.1"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","0","±13","0.0%","±4.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±4.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","246","±113","29.5%","±12.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±4.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","224","±112","26.9%","±12.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","18","±20","2.2%","±2.5"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","364","±134","43.7%","±13.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","29","±42","3.5%","±4.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","243","±102","29.2%","±11.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","57","±50","6.8%","±5.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","78","±68","9.4%","±7.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","143","±70","17.2%","±7.8"
"        Average household size","2.48","±0.01","(X)","(X)","1.48","±0.16","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.02","±0.22","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,232","±275","1,232","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","833","±161","67.6%","±7.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","217","±87","17.6%","±5.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","0","±13","0.0%","±3.2"
"        Child","1,898,296","±5,188","28.1%","±0.1","132","±82","10.7%","±5.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","0","±13","0.0%","±3.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","50","±56","4.1%","±4.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","513","±133","513","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","263","±105","51.3%","±14.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","236","±92","46.0%","±14.5"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±7.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","12","±23","2.3%","±4.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","2","±3","0.4%","±0.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","635","±168","635","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","312","±125","49.1%","±13.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","292","±113","46.0%","±13.0"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±6.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","17","±19","2.7%","±3.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","14","±21","2.2%","±3.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","7","±18","7","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±100.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±148","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","16","±42","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±849","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±168","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","32","±94","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","238","±126","238","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±15.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","28","±40","11.8%","±16.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","0","±13","0.0%","±15.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","0","±13","0.0%","±15.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","210","±120","88.2%","±16.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,056","±213","1,056","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","12","±23","1.1%","±2.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","15","±26","1.4%","±2.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","47","±52","4.5%","±4.8"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","39","±47","3.7%","±4.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","0","±13","0.0%","±3.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","456","±160","43.2%","±13.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","487","±187","46.1%","±13.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,029","±208","97.4%","±4.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","943","±209","89.3%","±7.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,148","±226","1,148","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","49","±41","4.3%","±3.5"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,232","±275","1,232","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","113","±72","9.2%","±5.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","84","±67","84","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±35.6"
