"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01718!!Estimate","ZCTA5 01718!!Margin of Error","ZCTA5 01718!!Percent","ZCTA5 01718!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","228","±87","228","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","217","±82","95.2%","±10.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","130","±54","57.0%","±21.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","0","±13","0.0%","±16.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±16.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","11","±25","4.8%","±10.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±16.0"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","11","±25","4.8%","±10.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","0","±13","0.0%","±16.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","0","±13","0.0%","±16.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±16.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","0","±13","0.0%","±16.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","0","±13","0.0%","±16.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","165","±77","72.4%","±18.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","19","±26","8.3%","±11.4"
"        Average household size","2.48","±0.01","(X)","(X)","3.36","±0.54","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.48","±0.54","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","767","±339","767","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","228","±87","29.7%","±5.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","231","±96","30.1%","±3.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","0","±13","0.0%","±5.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","213","±86","27.8%","±10.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","95","±140","12.4%","±14.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","0","±13","0.0%","±5.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","308","±119","308","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","74","±47","24.0%","±10.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","226","±93","73.4%","±11.8"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±12.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","0","±13","0.0%","±12.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","8","±19","2.6%","±6.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","331","±223","331","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","106","±142","32.0%","±26.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","225","±94","68.0%","±26.6"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±11.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","0","±13","0.0%","±11.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","0","±13","0.0%","±11.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±304","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±153","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±485","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±992","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±195","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
