"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01242!!Estimate","ZCTA5 01242!!Margin of Error","ZCTA5 01242!!Percent","ZCTA5 01242!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","93","±78","93","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","31","±40","33.3%","±40.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","0","±13","0.0%","±33.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","0","±13","0.0%","±33.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±33.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","0","±13","0.0%","±33.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±33.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","0","±13","0.0%","±33.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","0","±13","0.0%","±33.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","62","±66","66.7%","±40.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±33.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","0","±13","0.0%","±33.4"
"                65 years and over","221,896","±3,548","8.2%","±0.1","0","±13","0.0%","±33.4"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","19","±30","20.4%","±34.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","74","±73","79.6%","±34.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.95","±0.73","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.95","±0.73","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","274","±243","274","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","93","±78","33.9%","±8.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","31","±39","11.3%","±17.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","0","±13","0.0%","±13.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","55","±81","20.1%","±19.4"
"        Other relatives","394,812","±8,541","5.9%","±0.1","95","±98","34.7%","±17.3"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","0","±13","0.0%","±13.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","36","±41","36","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","5","±4","13.9%","±22.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","31","±40","86.1%","±22.4"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±54.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","0","±13","0.0%","±54.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","0","±13","0.0%","±54.8"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","227","±227","227","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","98","±99","43.2%","±24.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","31","±39","13.7%","±26.2"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±16.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","43","±63","18.9%","±15.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","55","±81","24.2%","±19.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±322","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±322","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±440","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","-","**","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±508","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
