"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01339!!Estimate","ZCTA5 01339!!Margin of Error","ZCTA5 01339!!Percent","ZCTA5 01339!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","627","±94","627","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","332","±62","53.0%","±7.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","80","±28","12.8%","±4.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","53","±21","8.5%","±3.5"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","13","±8","2.1%","±1.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","91","±60","14.5%","±8.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","2","±4","0.3%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","73","±58","11.6%","±8.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","52","±56","8.3%","±8.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","151","±38","24.1%","±5.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","10","±7","1.6%","±1.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","94","±33","15.0%","±5.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","50","±20","8.0%","±3.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","118","±24","18.8%","±4.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","345","±81","55.0%","±7.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.33","±0.20","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.82","±0.23","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,463","±178","1,463","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","627","±94","42.9%","±3.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","343","±63","23.4%","±2.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","51","±21","3.5%","±1.5"
"        Child","1,898,296","±5,188","28.1%","±0.1","323","±64","22.1%","±4.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","95","±55","6.5%","±3.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","24","±17","1.6%","±1.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","657","±108","657","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","163","±48","24.8%","±6.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","369","±74","56.2%","±7.3"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±5.9"
"        Widowed","65,484","±1,934","2.3%","±0.1","57","±55","8.7%","±7.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","68","±29","10.4%","±4.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","674","±92","674","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","138","±43","20.5%","±5.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","342","±70","50.7%","±6.8"
"        Separated","55,256","±1,859","1.8%","±0.1","37","±40","5.5%","±5.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","77","±24","11.4%","±3.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","80","±31","11.9%","±4.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","13","±10","13","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","3","±4","23.1%","±29.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","25","±33","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","55","±42","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±520","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","110","±101","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","28","±34","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","24","±17","24","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","8","±8","33.3%","±29.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±67.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","4","±5","16.7%","±17.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±67.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","4","±6","16.7%","±23.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","8","±8","8","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","6","±6","75.0%","±32.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","8","±8","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","223","±58","223","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","21","±12","9.4%","±5.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","24","±17","10.8%","±7.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","86","±28","38.6%","±8.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","60","±32","26.9%","±10.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","32","±16","14.3%","±6.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,191","±176","1,191","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","33","±26","2.8%","±2.1"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","47","±22","3.9%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","404","±89","33.9%","±5.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","198","±76","16.6%","±6.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","127","±39","10.7%","±3.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","188","±64","15.8%","±4.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","194","±50","16.3%","±3.5"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,111","±168","93.3%","±2.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","382","±97","32.1%","±5.7"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,285","±173","1,285","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","106","±41","8.2%","±2.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,493","±182","1,493","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","250","±64","16.7%","±3.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","208","±49","208","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","13","±9","6.3%","±4.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","812","±119","812","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","101","±38","12.4%","±4.4"
"    65 years and over","1,122,280","±664","1,122,280","(X)","473","±100","473","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","136","±37","28.8%","±7.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,484","±183","1,484","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,381","±184","93.1%","±3.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","103","±52","6.9%","±3.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","103","±52","6.9%","±3.6"
"                Same county","446,141","±8,933","6.4%","±0.1","28","±26","1.9%","±1.7"
"                Different county","354,693","±6,215","5.1%","±0.1","75","±39","5.1%","±2.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","44","±29","3.0%","±2.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","31","±26","2.1%","±1.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±2.7"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,493","±182","1,493","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","1,455","±185","97.5%","±2.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","1,442","±179","96.6%","±2.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","1,025","±119","68.7%","±5.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","417","±116","27.9%","±5.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","13","±18","0.9%","±1.2"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","38","±29","2.5%","±2.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","38","±29","38","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","22","±12","57.9%","±35.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","16","±24","42.1%","±35.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","51","±35","51","(X)"
"        Native","209,292","±4,176","209,292","(X)","13","±18","13","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","0","±13","0.0%","±91.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","13","±18","100.0%","±91.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","38","±29","38","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","12","±23","31.6%","±47.0"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","26","±14","68.4%","±47.0"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","38","±29","38","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","11","±8","28.9%","±23.8"
"        Asia","372,717","±3,581","30.8%","±0.3","15","±23","39.5%","±43.1"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±53.4"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±53.4"
"        Latin America","456,601","±7,328","37.7%","±0.5","9","±10","23.7%","±29.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","3","±4","7.9%","±15.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","1,452","±183","1,452","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","1,416","±187","97.5%","±1.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","36","±27","2.5%","±1.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","23","±25","1.6%","±1.8"
"        Spanish","623,189","±4,858","9.4%","±0.1","12","±9","0.8%","±0.6"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","9","±8","0.6%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","11","±8","0.8%","±0.5"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2","±5","0.1%","±0.3"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","13","±23","0.9%","±1.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","12","±23","0.8%","±1.6"
"        Other languages","99,560","±3,943","1.5%","±0.1","0","±13","0.0%","±2.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","0","±13","0.0%","±2.7"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","1,493","±182","1,493","(X)"
"        American","260,364","±6,504","3.7%","±0.1","62","±26","4.2%","±1.7"
"        Arab","72,487","±3,641","1.0%","±0.1","0","±13","0.0%","±2.6"
"        Czech","12,119","±1,098","0.2%","±0.1","5","±6","0.3%","±0.4"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±13","0.0%","±2.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","3","±3","0.2%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","346","±99","23.2%","±6.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","165","±52","11.1%","±3.5"
"        French Canadian","235,524","±4,384","3.4%","±0.1","126","±56","8.4%","±3.8"
"        German","387,135","±7,027","5.5%","±0.1","203","±87","13.6%","±5.1"
"        Greek","76,566","±3,218","1.1%","±0.1","12","±15","0.8%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","2","±3","0.1%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","307","±109","20.6%","±6.0"
"        Italian","815,794","±9,186","11.7%","±0.1","86","±47","5.8%","±3.3"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","1","±3","0.1%","±0.2"
"        Norwegian","35,032","±1,997","0.5%","±0.1","20","±22","1.3%","±1.5"
"        Polish","283,050","±4,814","4.0%","±0.1","124","±49","8.3%","±3.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","29","±32","1.9%","±2.1"
"        Russian","91,511","±3,161","1.3%","±0.1","3","±5","0.2%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","18","±12","1.2%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","44","±21","2.9%","±1.4"
"        Slovak","7,069","±828","0.1%","±0.1","0","±13","0.0%","±2.6"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","0","±13","0.0%","±2.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","20","±13","1.3%","±0.9"
"        Swiss","10,126","±912","0.1%","±0.1","5","±5","0.3%","±0.4"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","2","±2","0.1%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","13","±16","0.9%","±1.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","2","±3","0.1%","±0.2"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","627","±94","627","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","552","±93","88.0%","±4.4"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","509","±90","81.2%","±5.4"
