"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01245!!Estimate","ZCTA5 01245!!Margin of Error","ZCTA5 01245!!Percent","ZCTA5 01245!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","355","±92","355","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","236","±86","66.5%","±10.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","50","±31","14.1%","±9.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","9","±7","2.5%","±2.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±10.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","37","±28","10.4%","±7.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±10.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","37","±28","10.4%","±7.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","2","±3","0.6%","±0.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","73","±23","20.6%","±7.6"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±10.6"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","58","±23","16.3%","±7.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","39","±19","11.0%","±6.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","54","±33","15.2%","±10.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","233","±85","65.6%","±11.7"
"        Average household size","2.48","±0.01","(X)","(X)","2.07","±0.24","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.49","±0.35","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","736","±186","736","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","355","±92","48.2%","±5.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","215","±74","29.2%","±5.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","8","±7","1.1%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","148","±66","20.1%","±7.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","10","±10","1.4%","±1.3"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","0","±13","0.0%","±5.3"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","337","±106","337","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","70","±51","20.8%","±13.7"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","244","±88","72.4%","±13.7"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±11.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","2","±3","0.6%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","21","±19","6.2%","±5.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","366","±82","366","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","59","±26","16.1%","±7.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","213","±72","58.2%","±11.2"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±10.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","49","±30","13.4%","±8.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","45","±21","12.3%","±5.5"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±440","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±356","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±798","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±548","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±591","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","8","±13","8","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","8","±13","100.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","8","±13","100.0%","±100.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","8","±13","8","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","4","±6","50.0%","±27.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","8","±13","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","116","±62","116","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±28.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","4","±5","3.4%","±4.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","29","±26","25.0%","±22.1"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","51","±40","44.0%","±21.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","32","±26","27.6%","±17.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","628","±162","628","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","39","±35","6.2%","±5.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","8","±9","1.3%","±1.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","74","±43","11.8%","±7.4"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","107","±47","17.0%","±7.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","33","±24","5.3%","±3.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","113","±36","18.0%","±6.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","254","±143","40.4%","±15.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","581","±159","92.5%","±5.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","367","±148","58.4%","±12.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","686","±172","686","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","105","±81","15.3%","±9.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","771","±184","771","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","79","±42","10.2%","±5.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","85","±50","85","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±35.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","312","±97","312","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","22","±43","7.1%","±13.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","374","±152","374","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","57","±32","15.2%","±9.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","771","±184","771","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","730","±184","94.7%","±5.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","41","±39","5.3%","±5.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","41","±39","5.3%","±5.1"
"                Same county","446,141","±8,933","6.4%","±0.1","3","±6","0.4%","±0.8"
"                Different county","354,693","±6,215","5.1%","±0.1","38","±39","4.9%","±5.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","0","±13","0.0%","±5.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","38","±39","4.9%","±5.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±5.1"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","771","±184","771","(X)"
