"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02081!!Estimate","ZCTA5 02081!!Margin of Error","ZCTA5 02081!!Percent","ZCTA5 02081!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,251","±420","7,251","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,393","±383","60.6%","±4.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,214","±238","30.5%","±3.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","289","±141","4.0%","±1.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","69","±73","1.0%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","633","±205","8.7%","±2.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","116","±138","1.6%","±1.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","423","±159","5.8%","±2.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","110","±72","1.5%","±1.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,936","±321","26.7%","±3.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","233","±135","3.2%","±1.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,189","±246","16.4%","±3.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","820","±219","11.3%","±2.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,729","±257","37.6%","±3.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,447","±304","33.7%","±3.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.75","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.27","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","19,938","±945","19,938","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","7,251","±420","36.4%","±1.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,268","±349","21.4%","±1.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","300","±145","1.5%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","7,146","±543","35.8%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","735","±249","3.7%","±1.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","238","±117","1.2%","±0.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","7,870","±557","7,870","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,709","±490","34.4%","±4.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,629","±382","58.8%","±4.7"
