"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01267!!Estimate","ZCTA5 01267!!Margin of Error","ZCTA5 01267!!Percent","ZCTA5 01267!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,541","±238","2,541","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,169","±146","46.0%","±5.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","377","±101","14.8%","±4.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","108","±55","4.3%","±2.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","12","±16","0.5%","±0.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","379","±131","14.9%","±4.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","12","±19","0.5%","±0.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","342","±125","13.5%","±4.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","189","±87","7.4%","±3.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","885","±162","34.8%","±5.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","147","±67","5.8%","±2.6"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","581","±140","22.9%","±4.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","416","±111","16.4%","±3.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","588","±100","23.1%","±4.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,270","±155","50.0%","±4.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.16","±0.15","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.86","±0.21","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","5,486","±320","5,486","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,541","±238","46.3%","±3.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,134","±138","20.7%","±2.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","115","±55","2.1%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,321","±210","24.1%","±3.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","304","±175","5.5%","±3.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","71","±59","1.3%","±1.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,397","±257","3,397","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,797","±247","52.9%","±4.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,254","±159","36.9%","±5.1"
"        Separated","37,600","±1,670","1.3%","±0.1","28","±29","0.8%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","96","±55","2.8%","±1.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","222","±92","6.5%","±2.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,990","±202","3,990","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,041","±204","51.2%","±4.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,274","±125","31.9%","±3.3"
"        Separated","55,256","±1,859","1.8%","±0.1","52","±38","1.3%","±0.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","238","±94","6.0%","±2.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","385","±119","9.6%","±2.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","53","±41","53","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","18","±23","34.0%","±37.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","9","±12","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","22","±17","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±50","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","30","±29","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","38","±43","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","115","±70","115","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","41","±52","35.7%","±34.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","4","±6","3.5%","±6.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","3","±4","2.6%","±4.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±28.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","34","±52","29.6%","±35.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","41","±52","41","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","24","±31","58.5%","±11.5"
