"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01346!!Estimate","ZCTA5 01346!!Margin of Error","ZCTA5 01346!!Percent","ZCTA5 01346!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","180","±70","180","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","59","±23","32.8%","±17.4"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","13","±8","7.2%","±5.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","15","±10","8.3%","±6.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","13","±10","7.2%","±5.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","73","±68","40.6%","±24.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±19.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","68","±68","37.8%","±25.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","59","±67","32.8%","±26.7"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","33","±17","18.3%","±11.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","2","±3","1.1%","±1.6"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","23","±16","12.8%","±9.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","11","±9","6.1%","±5.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","28","±12","15.6%","±8.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","114","±70","63.3%","±17.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.26","±0.61","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.18","±0.53","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","407","±112","407","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","180","±70","44.2%","±12.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","59","±19","14.5%","±4.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","16","±11","3.9%","±2.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","104","±47","25.6%","±8.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","27","±22","6.6%","±4.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","21","±15","5.2%","±3.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","217","±88","217","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","58","±31","26.7%","±13.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","80","±38","36.9%","±17.3"
"        Separated","37,600","±1,670","1.3%","±0.1","2","±3","0.9%","±1.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","4","±3","1.8%","±1.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","73","±70","33.6%","±24.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","148","±33","148","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","44","±20","29.7%","±12.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","67","±28","45.3%","±14.1"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±23.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","15","±9","10.1%","±5.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","22","±13","14.9%","±8.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","6","±7","6","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±100.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±496","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","85","±97","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±992","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","176","±188","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±645","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","84","±36","84","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","9","±9","10.7%","±9.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","3","±4","3.6%","±5.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","21","±16","25.0%","±16.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","15","±10","17.9%","±10.4"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","36","±25","42.9%","±19.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","306","±92","306","(X)"
