"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01537!!Estimate","ZCTA5 01537!!Margin of Error","ZCTA5 01537!!Percent","ZCTA5 01537!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","781","±154","781","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","302","±109","38.7%","±12.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","129","±103","16.5%","±12.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","54","±72","6.9%","±9.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","6","±13","0.8%","±1.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","186","±104","23.8%","±12.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±5.0"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","134","±83","17.2%","±10.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","28","±33","3.6%","±4.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","239","±130","30.6%","±14.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±5.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","164","±112","21.0%","±13.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","88","±79","11.3%","±9.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","135","±104","17.3%","±12.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","245","±120","31.4%","±14.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.27","±0.53","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.30","±0.93","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,770","±538","1,770","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","781","±154","44.1%","±10.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","339","±135","19.2%","±5.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","47","±65","2.7%","±3.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","486","±282","27.5%","±9.4"
"        Other relatives","394,812","±8,541","5.9%","±0.1","54","±67","3.1%","±3.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","63","±95","3.6%","±5.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","747","±212","747","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","315","±132","42.2%","±12.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","315","±113","42.2%","±11.6"
"        Separated","37,600","±1,670","1.3%","±0.1","38","±62","5.1%","±7.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","13","±21","1.7%","±2.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","66","±52","8.8%","±7.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","761","±198","761","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","212","±136","27.9%","±14.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","326","±132","42.8%","±15.9"
"        Separated","55,256","±1,859","1.8%","±0.1","22","±35","2.9%","±4.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","61","±62","8.0%","±8.1"
"        Divorced","324,764","±4,024","10.7%","±0.1","140","±118","18.4%","±14.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","15","±24","15","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±84.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±135","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","29","±45","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±527","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","102","±151","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±112","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","38","±62","38","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±53.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±53.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±53.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±53.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±53.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","288","±182","288","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","8","±15","2.8%","±5.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","8","±15","2.8%","±5.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","94","±111","32.6%","±26.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","53","±79","18.4%","±21.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","125","±98","43.4%","±43.2"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,236","±309","1,236","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","36","±56","2.9%","±4.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","172","±120","13.9%","±8.5"
