"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01253!!Estimate","ZCTA5 01253!!Margin of Error","ZCTA5 01253!!Percent","ZCTA5 01253!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","434","±75","434","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","208","±53","47.9%","±11.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","39","±28","9.0%","±6.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","66","±51","15.2%","±10.5"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±8.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","54","±24","12.4%","±5.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±8.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","53","±25","12.2%","±5.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","24","±15","5.5%","±3.7"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","106","±36","24.4%","±8.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","15","±14","3.5%","±3.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","79","±34","18.2%","±7.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","33","±22","7.6%","±5.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","73","±33","16.8%","±8.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","159","±39","36.6%","±9.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.03","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.54","±0.21","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","879","±157","879","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","434","±75","49.4%","±4.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","217","±59","24.7%","±5.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","60","±46","6.8%","±4.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","119","±56","13.5%","±5.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","23","±17","2.6%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","26","±19","3.0%","±2.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","364","±79","364","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","110","±53","30.2%","±10.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","203","±53","55.8%","±12.0"
"        Separated","37,600","±1,670","1.3%","±0.1","15","±16","4.1%","±4.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","14","±16","3.8%","±4.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","22","±14","6.0%","±3.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","446","±88","446","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","127","±60","28.5%","±10.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","236","±60","52.9%","±9.6"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±8.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","39","±22","8.7%","±5.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","44","±21","9.9%","±4.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","10","±11","10","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","6","±9","60.0%","±49.0"
