"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01604!!Estimate","ZCTA5 01604!!Margin of Error","ZCTA5 01604!!Percent","ZCTA5 01604!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","16,869","±655","16,869","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","6,441","±633","38.2%","±3.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","3,064","±566","18.2%","±3.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,451","±306","8.6%","±1.8"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","569","±209","3.4%","±1.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","3,754","±543","22.3%","±3.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","237","±155","1.4%","±0.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","2,407","±429","14.3%","±2.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","483","±143","2.9%","±0.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","5,223","±571","31.0%","±3.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","961","±260","5.7%","±1.6"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,939","±461","17.4%","±2.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,157","±244","6.9%","±1.4"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","5,215","±589","30.9%","±3.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,834","±413","22.7%","±2.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.40","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.07","±0.10","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","40,515","±1,872","40,515","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","16,869","±655","41.6%","±1.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","6,190","±553","15.3%","±1.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,482","±314","3.7%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","12,256","±1,086","30.3%","±1.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,900","±354","4.7%","±0.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,818","±456","4.5%","±1.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","17,182","±1,165","17,182","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","7,435","±724","43.3%","±2.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","7,303","±688","42.5%","±3.0"
"        Separated","37,600","±1,670","1.3%","±0.1","159","±102","0.9%","±0.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","457","±206","2.7%","±1.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,828","±402","10.6%","±2.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","16,158","±737","16,158","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,011","±606","37.2%","±3.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","6,470","±557","40.0%","±3.4"
"        Separated","55,256","±1,859","1.8%","±0.1","398","±182","2.5%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,175","±244","7.3%","±1.4"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,104","±363","13.0%","±2.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","780","±275","780","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","321","±148","41.2%","±17.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","55","±24","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","80","±27","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±50","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","131","±47","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","31","±20","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","602","±208","602","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","117","±94","19.4%","±14.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","39","±47","6.5%","±7.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","3","±28","0.5%","±4.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","50","±73","8.3%","±11.4"
"            5 or more years","13,647","±1,024","10.9%","±0.8","25","±31","4.2%","±5.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","117","±94","117","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","79","±61","67.5%","±22.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","83","±82","70.9%","±32.7"
"SCHOOL ENROLLMENT","","","","","","","",""
