"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01602!!Estimate","ZCTA5 01602!!Margin of Error","ZCTA5 01602!!Percent","ZCTA5 01602!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,527","±645","10,527","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,364","±490","41.5%","±3.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,553","±363","14.8%","±3.1"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","528","±167","5.0%","±1.5"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","152","±87","1.4%","±0.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,061","±387","19.6%","±3.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","314","±254","3.0%","±2.3"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,278","±254","12.1%","±2.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","272","±91","2.6%","±0.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,574","±378","34.0%","±3.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","507","±173","4.8%","±1.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,114","±324","20.1%","±2.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,067","±210","10.1%","±1.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,808","±455","26.7%","±3.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,383","±329","32.1%","±3.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.38","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.01","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","25,100","±1,662","25,100","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","10,527","±645","41.9%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,370","±509","17.4%","±1.8"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","541","±173","2.2%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","6,886","±962","27.4%","±2.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,837","±474","7.3%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","939","±313","3.7%","±1.3"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","10,608","±851","10,608","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,606","±729","43.4%","±5.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,905","±557","46.2%","±4.9"
"        Separated","37,600","±1,670","1.3%","±0.1","195","±149","1.8%","±1.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","146","±75","1.4%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","756","±164","7.1%","±1.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","12,371","±814","12,371","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","4,947","±646","40.0%","±4.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,780","±553","38.6%","±4.0"
"        Separated","55,256","±1,859","1.8%","±0.1","82","±61","0.7%","±0.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,054","±220","8.5%","±1.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,508","±285","12.2%","±2.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","383","±192","383","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","64","±51","16.7%","±13.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","14","±11","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","55","±27","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±30","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","100","±59","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","36","±27","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","452","±199","452","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","102","±99","22.6%","±15.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","62","±85","13.7%","±15.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","9","±15","2.0%","±3.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","4","±8","0.9%","±1.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","27","±52","6.0%","±11.3"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","102","±99","102","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","102","±99","100.0%","±31.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","75","±87","73.5%","±46.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","7,452","±950","7,452","(X)"
