"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02189!!Estimate","ZCTA5 02189!!Margin of Error","ZCTA5 02189!!Percent","ZCTA5 02189!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,194","±364","6,194","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,722","±300","43.9%","±5.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,087","±230","17.5%","±3.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","481","±211","7.8%","±3.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","26","±46","0.4%","±0.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,031","±284","16.6%","±4.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","20","±33","0.3%","±0.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","860","±253","13.9%","±3.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","237","±120","3.8%","±1.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,960","±371","31.6%","±5.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","374","±137","6.0%","±2.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","879","±242","14.2%","±3.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","303","±116","4.9%","±1.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,595","±250","25.8%","±4.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,445","±247","23.3%","±3.7"
"        Average household size","2.48","±0.01","(X)","(X)","2.44","±0.14","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.02","±0.17","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","15,141","±996","15,141","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","6,194","±364","40.9%","±2.3"
