"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01830!!Estimate","ZCTA5 01830!!Margin of Error","ZCTA5 01830!!Percent","ZCTA5 01830!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,759","±514","10,759","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,196","±373","39.0%","±3.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,701","±291","15.8%","±2.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,015","±246","9.4%","±2.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","334","±140","3.1%","±1.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,985","±343","18.4%","±2.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","53","±57","0.5%","±0.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,389","±275","12.9%","±2.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","444","±168","4.1%","±1.5"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,563","±345","33.1%","±2.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","989","±200","9.2%","±1.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,902","±287","17.7%","±2.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","983","±207","9.1%","±1.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,494","±355","32.5%","±3.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,008","±377","28.0%","±3.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.48","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.11","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","26,729","±1,250","26,729","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","10,759","±514","40.3%","±1.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,219","±404","15.8%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,095","±260","4.1%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","8,441","±765","31.6%","±2.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,642","±439","6.1%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","573","±236","2.1%","±0.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","10,763","±639","10,763","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,208","±553","39.1%","±4.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,723","±406","43.9%","±3.6"
"        Separated","37,600","±1,670","1.3%","±0.1","326","±169","3.0%","±1.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","386","±177","3.6%","±1.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,120","±255","10.4%","±2.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","11,479","±634","11,479","(X)"
