"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01984!!Estimate","ZCTA5 01984!!Margin of Error","ZCTA5 01984!!Percent","ZCTA5 01984!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,291","±131","1,291","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","823","±112","63.7%","±8.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","369","±64","28.6%","±5.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","73","±59","5.7%","±4.5"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","31","±39","2.4%","±3.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","107","±53","8.3%","±3.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","7","±12","0.5%","±0.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","76","±49","5.9%","±3.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","26","±20","2.0%","±1.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","288","±104","22.3%","±7.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","28","±37","2.2%","±2.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","164","±72","12.7%","±4.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","131","±63","10.1%","±4.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","442","±70","34.2%","±6.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","486","±84","37.6%","±5.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.65","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.02","±0.15","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","3,419","±237","3,419","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,291","±131","37.8%","±2.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","820","±109","24.0%","±3.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","74","±59","2.2%","±1.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,120","±160","32.8%","±4.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","39","±36","1.1%","±1.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","75","±51","2.2%","±1.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","2,016","±163","2,016","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,005","±166","49.9%","±5.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","898","±101","44.5%","±5.3"
"        Separated","37,600","±1,670","1.3%","±0.1","10","±14","0.5%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","26","±23","1.3%","±1.1"
"        Divorced","227,113","±4,005","8.0%","±0.1","77","±44","3.8%","±2.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,433","±164","2,433","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,309","±212","53.8%","±6.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","856","±89","35.2%","±4.7"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±19","0.0%","±1.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","138","±58","5.7%","±2.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","130","±67","5.3%","±2.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","45","±37","45","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±49.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±30","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","27","±22","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±57","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±59","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","136","±104","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","4","±6","4","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±19","0.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±100.0"
