"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02141!!Estimate","ZCTA5 02141!!Margin of Error","ZCTA5 02141!!Percent","ZCTA5 02141!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,826","±314","6,826","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,595","±191","23.4%","±2.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","693","±152","10.2%","±2.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","714","±147","10.5%","±2.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","32","±25","0.5%","±0.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,211","±251","32.4%","±3.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","42","±38","0.6%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,296","±207","19.0%","±3.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","211","±92","3.1%","±1.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,306","±304","33.8%","±3.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","198","±136","2.9%","±2.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,300","±198","19.0%","±2.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","389","±128","5.7%","±1.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,055","±191","15.5%","±2.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,071","±172","15.7%","±2.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.04","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.79","±0.15","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","13,899","±924","13,899","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","6,826","±314","49.1%","±2.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,576","±178","11.3%","±1.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","694","±148","5.0%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,938","±381","13.9%","±2.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","701","±290","5.0%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","2,164","±435","15.6%","±2.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,350","±523","6,350","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,015","±436","63.2%","±3.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,862","±223","29.3%","±3.1"
"        Separated","37,600","±1,670","1.3%","±0.1","51","±42","0.8%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","41","±41","0.6%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","381","±112","6.0%","±1.8"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","6,287","±621","6,287","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,670","±585","58.4%","±4.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,782","±207","28.3%","±4.1"
"        Separated","55,256","±1,859","1.8%","±0.1","131","±88","2.1%","±1.4"
