"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01220!!Estimate","ZCTA5 01220!!Margin of Error","ZCTA5 01220!!Percent","ZCTA5 01220!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,948","±210","3,948","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,498","±149","37.9%","±4.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","367","±90","9.3%","±2.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","273","±92","6.9%","±2.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","91","±48","2.3%","±1.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","927","±193","23.5%","±4.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","34","±33","0.9%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","845","±186","21.4%","±4.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","274","±102","6.9%","±2.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,250","±219","31.7%","±4.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","126","±78","3.2%","±2.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","931","±198","23.6%","±4.4"
"                65 years and over","221,896","±3,548","8.2%","±0.1","580","±170","14.7%","±4.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","634","±104","16.1%","±2.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,449","±189","36.7%","±4.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.06","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.87","±0.15","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","8,129","±47","8,129","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,948","±210","48.6%","±2.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,540","±159","18.9%","±1.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","277","±94","3.4%","±1.2"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,879","±208","23.1%","±2.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","254","±129","3.1%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","231","±152","2.8%","±1.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,501","±211","3,501","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,113","±229","31.8%","±5.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,662","±165","47.5%","±5.0"
"        Separated","37,600","±1,670","1.3%","±0.1","79","±86","2.3%","±2.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","106","±60","3.0%","±1.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","541","±152","15.5%","±4.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,513","±231","3,513","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","867","±190","24.7%","±4.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,578","±160","44.9%","±5.0"
"        Separated","55,256","±1,859","1.8%","±0.1","49","±55","1.4%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","442","±158","12.6%","±4.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","577","±128","16.4%","±3.5"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","47","±35","47","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","22","±25","46.8%","±40.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","22","±26","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","29","±23","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±212","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","45","±38","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","17","±26","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","13","±23","13","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","13","±23","100.0%","±91.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","13","±23","100.0%","±91.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±91.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±91.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±19","0.0%","±91.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","13","±23","13","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","6","±10","46.2%","±12.3"
"        Who are married","19,550","±1,487","64.5%","±2.5","13","±23","100.0%","±91.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,350","±252","1,350","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","81","±60","6.0%","±4.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","10","±17","0.7%","±1.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","695","±181","51.5%","±9.2"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","269","±102","19.9%","±7.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","295","±121","21.9%","±7.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","6,349","±245","6,349","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","230","±156","3.6%","±2.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","454","±144","7.2%","±2.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,461","±269","38.8%","±3.6"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,110","±150","17.5%","±2.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","696","±162","11.0%","±2.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","980","±195","15.4%","±3.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","418","±108","6.6%","±1.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,665","±271","89.2%","±3.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","1,398","±195","22.0%","±3.2"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,875","±208","6,875","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","503","±131","7.3%","±1.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","8,161","±28","8,161","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","1,304","±270","16.0%","±3.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,286","±206","1,286","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","63","±42","4.9%","±3.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","5,013","±232","5,013","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","688","±199","13.7%","±3.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,862","±240","1,862","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","553","±163","29.7%","±7.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","8,099","±51","8,099","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","7,096","±329","87.6%","±4.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,003","±327","12.4%","±4.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","987","±321","12.2%","±4.0"
"                Same county","446,141","±8,933","6.4%","±0.1","842","±306","10.4%","±3.8"
"                Different county","354,693","±6,215","5.1%","±0.1","145","±121","1.8%","±1.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","71","±81","0.9%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","74","±94","0.9%","±1.2"
"            Abroad","61,536","±2,941","0.9%","±0.1","16","±23","0.2%","±0.3"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,161","±28","8,161","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,947","±128","97.4%","±1.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","7,920","±130","97.0%","±1.5"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,543","±288","80.2%","±3.5"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,377","±247","16.9%","±3.0"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","27","±28","0.3%","±0.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","214","±121","2.6%","±1.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","214","±121","214","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","214","±121","100.0%","±17.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","0","±19","0.0%","±17.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","241","±124","241","(X)"
"        Native","209,292","±4,176","209,292","(X)","27","±28","27","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","1","±3","3.7%","±10.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","26","±28","96.3%","±10.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","214","±121","214","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","6","±9","2.8%","±4.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","208","±121","97.2%","±4.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","214","±121","214","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","86","±71","40.2%","±25.1"
"        Asia","372,717","±3,581","30.8%","±0.3","101","±88","47.2%","±27.0"
"        Africa","113,823","±3,313","9.4%","±0.3","1","±3","0.5%","±1.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±19","0.0%","±17.0"
"        Latin America","456,601","±7,328","37.7%","±0.5","26","±25","12.1%","±12.0"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±19","0.0%","±17.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","7,797","±127","7,797","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","7,418","±203","95.1%","±2.4"
