"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01560!!Estimate","ZCTA5 01560!!Margin of Error","ZCTA5 01560!!Percent","ZCTA5 01560!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,902","±210","1,902","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,073","±174","56.4%","±6.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","585","±96","30.8%","±5.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","141","±69","7.4%","±3.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","26","±27","1.4%","±1.5"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","323","±121","17.0%","±5.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±2.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","258","±107","13.6%","±5.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","28","±25","1.5%","±1.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","365","±112","19.2%","±5.7"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","16","±19","0.8%","±1.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","257","±104","13.5%","±5.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","92","±47","4.8%","±2.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","662","±95","34.8%","±5.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","425","±148","22.3%","±6.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.50","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.11","±0.19","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","4,756","±471","4,756","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,902","±210","40.0%","±3.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,059","±166","22.3%","±2.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","135","±68","2.8%","±1.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,301","±193","27.4%","±3.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","205","±102","4.3%","±2.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","154","±98","3.2%","±2.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,986","±234","1,986","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","630","±145","31.7%","±6.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,114","±176","56.1%","±5.9"
"        Separated","37,600","±1,670","1.3%","±0.1","28","±27","1.4%","±1.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","22","±23","1.1%","±1.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","192","±89","9.7%","±4.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,845","±232","1,845","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","425","±134","23.0%","±5.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,089","±174","59.0%","±6.8"
"        Separated","55,256","±1,859","1.8%","±0.1","9","±17","0.5%","±0.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","61","±58","3.3%","±3.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","261","±81","14.1%","±4.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","100","±68","100","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","18","±24","18.0%","±24.8"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","36","±50","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","83","±55","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±300","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","117","±95","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","64","±73","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","79","±70","79","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","35","±32","44.3%","±27.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","25","±28","31.6%","±26.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±36.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±36.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","10","±15","12.7%","±19.7"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","35","±32","35","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","26","±29","74.3%","±40.8"
"        Who are married","19,550","±1,487","64.5%","±2.5","25","±28","71.4%","±41.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,080","±165","1,080","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","85","±48","7.9%","±4.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","40","±37","3.7%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","415","±81","38.4%","±6.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","212","±68","19.6%","±6.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","328","±118","30.4%","±8.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,383","±374","3,383","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","35","±33","1.0%","±1.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","105","±72","3.1%","±2.1"
