"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01367!!Estimate","ZCTA5 01367!!Margin of Error","ZCTA5 01367!!Percent","ZCTA5 01367!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","178","±30","178","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","101","±23","56.7%","±9.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","37","±15","20.8%","±7.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","9","±8","5.1%","±4.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","6","±7","3.4%","±3.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","37","±17","20.8%","±9.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","2","±4","1.1%","±2.0"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","24","±14","13.5%","±7.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","13","±13","7.3%","±6.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","31","±14","17.4%","±7.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","2","±3","1.1%","±1.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","16","±13","9.0%","±6.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","12","±14","6.7%","±7.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","48","±16","27.0%","±8.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","79","±25","44.4%","±10.7"
"        Average household size","2.48","±0.01","(X)","(X)","2.66","±0.33","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.19","±0.37","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","473","±89","473","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","178","±30","37.6%","±4.9"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","103","±23","21.8%","±3.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","10","±7","2.1%","±1.3"
"        Child","1,898,296","±5,188","28.1%","±0.1","154","±49","32.6%","±6.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","8","±6","1.7%","±1.3"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","20","±16","4.2%","±3.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","187","±32","187","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","60","±18","32.1%","±6.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","111","±24","59.4%","±8.5"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±19.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","1","±2","0.5%","±1.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","15","±9","8.0%","±4.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","189","±37","189","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","44","±18","23.3%","±7.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","105","±22","55.6%","±8.2"
"        Separated","55,256","±1,859","1.8%","±0.1","3","±4","1.6%","±2.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","11","±8","5.8%","±4.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","26","±14","13.8%","±6.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","3","±3","3","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","1","±2","33.3%","±66.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","25","±58","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","41","±44","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±879","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","103","±119","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±591","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","1","±3","1","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±100.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","110","±37","110","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","2","±3","1.8%","±2.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","8","±8","7.3%","±6.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","63","±29","57.3%","±12.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","27","±12","24.5%","±10.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","10","±10","9.1%","±9.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","331","±55","331","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","3","±5","0.9%","±1.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","24","±13","7.3%","±3.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","110","±28","33.2%","±6.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","70","±21","21.1%","±6.1"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","39","±16","11.8%","±4.2"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","49","±18","14.8%","±4.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","36","±16","10.9%","±4.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","304","±51","91.8%","±3.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","85","±24","25.7%","±5.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","356","±58","356","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","48","±19","13.5%","±5.3"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","473","±89","473","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","73","±23","15.4%","±4.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","117","±44","117","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","4","±4","3.4%","±4.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","236","±53","236","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","22","±11","9.3%","±4.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","120","±36","120","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","47","±19","39.2%","±9.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","468","±88","468","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","418","±79","89.3%","±6.8"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","50","±35","10.7%","±6.8"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","50","±35","10.7%","±6.8"
"                Same county","446,141","±8,933","6.4%","±0.1","39","±32","8.3%","±6.5"
"                Different county","354,693","±6,215","5.1%","±0.1","11","±9","2.4%","±1.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","5","±4","1.1%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","6","±7","1.3%","±1.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","0","±13","0.0%","±8.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","473","±89","473","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","464","±87","98.1%","±2.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","447","±81","94.5%","±5.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","328","±76","69.3%","±8.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","119","±30","25.2%","±6.5"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","17","±23","3.6%","±4.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","9","±14","1.9%","±2.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","9","±14","9","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3","±7","33.3%","±50.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","6","±10","66.7%","±50.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","26","±29","26","(X)"
"        Native","209,292","±4,176","209,292","(X)","17","±23","17","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","17","±23","100.0%","±79.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","0","±13","0.0%","±79.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","9","±14","9","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","1","±5","11.1%","±40.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","8","±11","88.9%","±40.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","9","±14","9","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","0","±13","0.0%","±100.0"
"        Asia","372,717","±3,581","30.8%","±0.3","0","±13","0.0%","±100.0"
"        Africa","113,823","±3,313","9.4%","±0.3","0","±13","0.0%","±100.0"
"        Oceania","4,098","±490","0.3%","±0.1","0","±13","0.0%","±100.0"
