"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01850!!Estimate","ZCTA5 01850!!Margin of Error","ZCTA5 01850!!Percent","ZCTA5 01850!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","5,864","±406","5,864","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,121","±352","36.2%","±5.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","881","±255","15.0%","±4.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","555","±168","9.5%","±2.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","330","±158","5.6%","±2.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,378","±279","23.5%","±4.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","85","±80","1.4%","±1.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","749","±247","12.8%","±4.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","66","±60","1.1%","±1.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,810","±367","30.9%","±5.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","723","±299","12.3%","±4.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","716","±217","12.2%","±3.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","271","±152","4.6%","±2.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,201","±428","37.5%","±6.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","993","±194","16.9%","±3.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.77","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.35","±0.20","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","16,272","±1,414","16,272","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","5,864","±406","36.0%","±2.2"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,132","±358","13.1%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","546","±170","3.4%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,886","±885","36.2%","±3.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,176","±332","7.2%","±2.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","668","±291","4.1%","±1.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,584","±647","6,584","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,238","±512","49.2%","±5.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,572","±393","39.1%","±5.3"
"        Separated","37,600","±1,670","1.3%","±0.1","118","±79","1.8%","±1.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","33","±44","0.5%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","623","±241","9.5%","±3.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","6,175","±697","6,175","(X)"
