"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01880!!Estimate","ZCTA5 01880!!Margin of Error","ZCTA5 01880!!Percent","ZCTA5 01880!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,905","±359","10,905","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,882","±385","53.9%","±3.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,485","±241","22.8%","±2.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","694","±210","6.4%","±1.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","116","±71","1.1%","±0.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,702","±314","15.6%","±2.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","146","±87","1.3%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,249","±245","11.5%","±2.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","476","±180","4.4%","±1.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,627","±370","24.1%","±3.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","281","±129","2.6%","±1.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,650","±301","15.1%","±2.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","635","±177","5.8%","±1.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,292","±240","30.2%","±2.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,349","±328","30.7%","±2.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.45","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.01","±0.09","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","26,769","±242","26,769","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","10,905","±359","40.7%","±1.2"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,921","±362","22.1%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","722","±226","2.7%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","7,483","±466","28.0%","±1.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,333","±316","5.0%","±1.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","405","±181","1.5%","±0.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","11,078","±455","11,078","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,290","±511","29.7%","±3.9"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,434","±385","58.1%","±3.9"
"        Separated","37,600","±1,670","1.3%","±0.1","57","±42","0.5%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","373","±170","3.4%","±1.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","924","±217","8.3%","±2.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","11,570","±371","11,570","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,932","±393","25.3%","±3.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","6,313","±334","54.6%","±3.4"
"        Separated","55,256","±1,859","1.8%","±0.1","74","±61","0.6%","±0.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","820","±212","7.1%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,431","±256","12.4%","±2.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","396","±144","396","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","70","±72","17.7%","±17.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","26","±26","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","69","±25","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±70","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","99","±51","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","57","±27","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","443","±169","443","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","43","±44","9.7%","±9.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","10","±17","2.3%","±3.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","23","±37","5.2%","±8.1"
