"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01951!!Estimate","ZCTA5 01951!!Margin of Error","ZCTA5 01951!!Percent","ZCTA5 01951!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,337","±315","1,337","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","894","±313","66.9%","±11.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","161","±108","12.0%","±8.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","113","±85","8.5%","±6.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±2.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","81","±53","6.1%","±4.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±2.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","46","±40","3.4%","±3.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","46","±40","3.4%","±3.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","249","±118","18.6%","±9.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","62","±69","4.6%","±5.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","151","±94","11.3%","±7.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","72","±47","5.4%","±3.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","255","±139","19.1%","±11.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","604","±317","45.2%","±16.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.10","±0.21","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.29","±0.28","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","2,811","±632","2,811","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,337","±315","47.6%","±4.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","786","±222","28.0%","±3.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","113","±85","4.0%","±2.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","509","±229","18.1%","±7.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","51","±58","1.8%","±2.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","15","±24","0.5%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,163","±334","1,163","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","201","±95","17.3%","±8.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","862","±317","74.1%","±10.2"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±3.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","11","±17","0.9%","±1.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","89","±48","7.7%","±4.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,346","±281","1,346","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","287","±138","21.3%","±8.7"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","818","±222","60.8%","±10.1"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±2.9"
"        Widowed","239,073","±3,906","7.9%","±0.1","137","±90","10.2%","±6.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","104","±69","7.7%","±5.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±136","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±81","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±798","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±189","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±140","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","68","±96","68","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±39.9"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±39.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±39.9"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±39.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±39.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
