"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02114!!Estimate","ZCTA5 02114!!Margin of Error","ZCTA5 02114!!Percent","ZCTA5 02114!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,358","±476","7,358","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,965","±289","26.7%","±3.6"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","479","±159","6.5%","±2.1"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","635","±186","8.6%","±2.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","34","±53","0.5%","±0.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,178","±372","29.6%","±4.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","2","±3","0.0%","±0.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,630","±270","22.2%","±3.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","218","±87","3.0%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,580","±291","35.1%","±3.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","17","±20","0.2%","±0.3"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,207","±290","30.0%","±3.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","370","±104","5.0%","±1.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","598","±177","8.1%","±2.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,096","±251","14.9%","±3.2"
"        Average household size","2.48","±0.01","(X)","(X)","1.70","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.54","±0.20","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","12,481","±990","12,481","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","7,358","±476","59.0%","±2.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,936","±297","15.5%","±2.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","648","±187","5.2%","±1.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","990","±264","7.9%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","373","±346","3.0%","±2.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,176","±385","9.4%","±2.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,515","±593","6,515","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,623","±597","55.6%","±6.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,350","±374","36.1%","±5.6"
"        Separated","37,600","±1,670","1.3%","±0.1","61","±54","0.9%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","56","±55","0.9%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","425","±151","6.5%","±2.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","6,011","±489","6,011","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,361","±375","55.9%","±4.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,961","±292","32.6%","±4.2"
"        Separated","55,256","±1,859","1.8%","±0.1","20","±24","0.3%","±0.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","227","±101","3.8%","±1.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","442","±155","7.4%","±2.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","108","±82","108","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±21","0.0%","±30.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±13","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","25","±19","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±170","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","11","±15","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","56","±51","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","82","±76","82","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±21","0.0%","±36.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±36.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±36.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±36.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±36.1"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±21","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±21","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,959","±482","1,959","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","91","±68","4.6%","±3.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","149","±117","7.6%","±5.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","289","±137","14.8%","±5.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","140","±105","7.1%","±5.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,290","±390","65.8%","±10.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","11,460","±827","11,460","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","176","±94","1.5%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","241","±100","2.1%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","664","±248","5.8%","±2.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","678","±199","5.9%","±1.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","198","±89","1.7%","±0.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,682","±721","40.9%","±4.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,821","±460","42.1%","±3.7"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","11,043","±841","96.4%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","9,503","±845","82.9%","±3.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","12,362","±829","12,362","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","349","±166","2.8%","±1.3"
