"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01568!!Estimate","ZCTA5 01568!!Margin of Error","ZCTA5 01568!!Percent","ZCTA5 01568!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,651","±174","2,651","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,042","±192","77.0%","±5.4"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","772","±127","29.1%","±4.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","82","±60","3.1%","±2.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","38","±37","1.4%","±1.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","211","±94","8.0%","±3.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","30","±36","1.1%","±1.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","110","±70","4.1%","±2.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","37","±38","1.4%","±1.5"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","316","±138","11.9%","±5.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","52","±64","2.0%","±2.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","172","±102","6.5%","±3.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","77","±52","2.9%","±1.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,041","±132","39.3%","±5.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","892","±206","33.6%","±7.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.94","±0.19","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.14","±0.20","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","7,800","±157","7,800","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,651","±174","34.0%","±2.2"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,041","±174","26.2%","±2.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","83","±62","1.1%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,458","±247","31.5%","±3.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","452","±251","5.8%","±3.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","115","±105","1.5%","±1.3"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,014","±175","3,014","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","622","±159","20.6%","±5.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,081","±191","69.0%","±6.4"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±19","0.0%","±1.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","106","±85","3.5%","±2.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","205","±191","6.8%","±6.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,150","±241","3,150","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","691","±144","21.9%","±4.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,111","±198","67.0%","±5.3"
"        Separated","55,256","±1,859","1.8%","±0.1","3","±6","0.1%","±0.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","122","±75","3.9%","±2.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","223","±90","7.1%","±2.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","46","±63","46","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","2","±5","4.3%","±20.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","3","±8","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","30","±42","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","8","±21","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±98","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","49","±73","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","269","±179","269","(X)"
