"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01270!!Estimate","ZCTA5 01270!!Margin of Error","ZCTA5 01270!!Percent","ZCTA5 01270!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","372","±68","372","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","221","±53","59.4%","±9.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","73","±40","19.6%","±8.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","41","±19","11.0%","±5.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","4","±6","1.1%","±1.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","59","±40","15.9%","±9.2"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±10.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","38","±24","10.2%","±6.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","11","±11","3.0%","±2.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","51","±23","13.7%","±6.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","7","±7","1.9%","±2.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","29","±20","7.8%","±5.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","19","±16","5.1%","±4.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","91","±40","24.5%","±8.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","110","±25","29.6%","±6.9"
"        Average household size","2.48","±0.01","(X)","(X)","2.55","±0.28","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.91","±0.26","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","949","±200","949","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","372","±68","39.2%","±4.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","234","±57","24.7%","±3.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","43","±22","4.5%","±2.3"
"        Child","1,898,296","±5,188","28.1%","±0.1","253","±89","26.7%","±4.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","22","±25","2.3%","±2.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","25","±14","2.6%","±1.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","419","±89","419","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","160","±66","38.2%","±10.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","223","±52","53.2%","±10.1"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±9.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","2","±2","0.5%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","34","±13","8.1%","±3.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","383","±71","383","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","86","±29","22.5%","±6.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","232","±58","60.6%","±7.8"
"        Separated","55,256","±1,859","1.8%","±0.1","7","±11","1.8%","±3.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","25","±17","6.5%","±4.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","33","±12","8.6%","±3.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","10","±8","10","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","4","±5","40.0%","±38.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","48","±65","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","51","±42","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±992","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","99","±93","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","26","±38","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","5","±6","5","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","5","±6","100.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","5","±6","100.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±100.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","5","±6","5","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","2","±4","40.0%","±37.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","5","±6","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","169","±83","169","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","45","±49","26.6%","±19.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","27","±24","16.0%","±9.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","44","±27","26.0%","±16.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","20","±13","11.8%","±7.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","33","±17","19.5%","±10.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","694","±118","694","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±13","0.0%","±5.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","24","±21","3.5%","±2.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","172","±36","24.8%","±5.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","129","±33","18.6%","±4.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","93","±36","13.4%","±4.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","173","±49","24.9%","±5.7"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","103","±44","14.8%","±5.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","670","±108","96.5%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","276","±82","39.8%","±8.4"
