"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01366!!Estimate","ZCTA5 01366!!Margin of Error","ZCTA5 01366!!Percent","ZCTA5 01366!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","458","±48","458","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","261","±35","57.0%","±7.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","80","±17","17.5%","±3.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","17","±9","3.7%","±2.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±8.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","86","±35","18.8%","±6.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±8.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","80","±35","17.5%","±6.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","42","±29","9.2%","±5.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","94","±30","20.5%","±5.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","4","±5","0.9%","±1.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","62","±23","13.5%","±4.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","44","±18","9.6%","±3.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","102","±18","22.3%","±3.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","212","±37","46.3%","±5.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.32","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.84","±0.16","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,063","±110","1,063","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","458","±48","43.1%","±3.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","265","±39","24.9%","±2.8"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","18","±10","1.7%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","248","±41","23.3%","±2.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","38","±21","3.6%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","36","±25","3.4%","±2.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","531","±81","531","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","157","±67","29.6%","±9.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","284","±38","53.5%","±8.0"
"        Separated","37,600","±1,670","1.3%","±0.1","4","±5","0.8%","±1.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","33","±25","6.2%","±4.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","53","±22","10.0%","±3.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","472","±66","472","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","117","±61","24.8%","±10.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","274","±41","58.1%","±10.3"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±8.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","48","±21","10.2%","±4.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","33","±15","7.0%","±3.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","7","±9","7","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±100.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±369","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","42","±54","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±879","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±456","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","69","±89","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","19","±13","19","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","16","±13","84.2%","±24.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±75.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±75.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","3","±4","15.8%","±20.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","13","±11","68.4%","±29.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","16","±13","16","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","6","±6","37.5%","±16.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","13","±11","81.3%","±23.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","228","±75","228","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","0","±13","0.0%","±16.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","28","±18","12.3%","±7.7"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","87","±24","38.2%","±15.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","20","±14","8.8%","±6.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","93","±70","40.8%","±19.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
