"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01824!!Estimate","ZCTA5 01824!!Margin of Error","ZCTA5 01824!!Percent","ZCTA5 01824!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,915","±366","9,915","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","6,346","±318","64.0%","±3.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,740","±262","27.6%","±2.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","517","±159","5.2%","±1.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","28","±26","0.3%","±0.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,040","±197","10.5%","±1.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","81","±88","0.8%","±0.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","753","±168","7.6%","±1.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","239","±83","2.4%","±0.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,012","±359","20.3%","±3.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","214","±101","2.2%","±1.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,297","±302","13.1%","±2.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","591","±186","6.0%","±1.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,154","±275","31.8%","±2.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,907","±261","29.3%","±2.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.67","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.15","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","26,464","±967","26,464","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","9,915","±366","37.5%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","6,278","±316","23.7%","±1.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","532","±186","2.0%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","8,104","±687","30.6%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,233","±376","4.7%","±1.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","402","±181","1.5%","±0.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","10,402","±568","10,402","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,953","±510","28.4%","±3.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,677","±312","64.2%","±3.7"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±25","0.0%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","173","±73","1.7%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","599","±161","5.8%","±1.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","11,403","±598","11,403","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,005","±456","26.4%","±3.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","6,539","±310","57.3%","±3.9"
"        Separated","55,256","±1,859","1.8%","±0.1","196","±175","1.7%","±1.5"
"        Widowed","239,073","±3,906","7.9%","±0.1","888","±217","7.8%","±1.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","775","±163","6.8%","±1.3"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","313","±121","313","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±25","0.0%","±12.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±14","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","54","±21","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±59","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","40","±21","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","76","±40","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","483","±189","483","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","31","±35","6.4%","±7.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","21","±32","4.3%","±6.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","10","±14","2.1%","±2.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±7.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±25","0.0%","±7.9"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","31","±35","31","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","31","±35","100.0%","±59.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","10","±14","32.3%","±51.7"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,978","±671","5,978","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","521","±202","8.7%","±2.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","368","±187","6.2%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,424","±472","40.5%","±5.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,347","±262","22.5%","±4.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,318","±319","22.0%","±4.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","18,860","±725","18,860","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","171","±81","0.9%","±0.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","389","±124","2.1%","±0.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,042","±429","16.1%","±2.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,567","±387","13.6%","±1.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,885","±298","10.0%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,318","±521","33.5%","±2.6"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","4,488","±467","23.8%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","18,300","±715","97.0%","±0.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","10,806","±645","57.3%","±3.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","20,873","±737","20,873","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,070","±194","5.1%","±0.9"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","26,458","±965","26,458","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,645","±427","10.0%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,669","±606","5,669","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","170","±72","3.0%","±1.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","16,514","±744","16,514","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,280","±315","7.8%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,275","±336","4,275","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,195","±216","28.0%","±4.8"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","26,455","±957","26,455","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","23,901","±1,083","90.3%","±1.7"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,554","±437","9.7%","±1.7"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,491","±434","9.4%","±1.7"
"                Same county","446,141","±8,933","6.4%","±0.1","1,833","±352","6.9%","±1.3"
"                Different county","354,693","±6,215","5.1%","±0.1","658","±259","2.5%","±1.0"
"                    Same state","205,752","±5,091","3.0%","±0.1","265","±144","1.0%","±0.5"
"                    Different state","148,941","±3,990","2.2%","±0.1","393","±206","1.5%","±0.8"
"            Abroad","61,536","±2,941","0.9%","±0.1","63","±51","0.2%","±0.2"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,574","±959","26,574","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","23,632","±982","88.9%","±1.6"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","23,416","±988","88.1%","±1.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","18,310","±1,134","68.9%","±2.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","5,106","±541","19.2%","±2.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","216","±105","0.8%","±0.4"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","2,942","±446","11.1%","±1.6"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","2,942","±446","2,942","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,796","±307","61.0%","±7.4"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","1,146","±307","39.0%","±7.4"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","3,158","±475","3,158","(X)"
"        Native","209,292","±4,176","209,292","(X)","216","±105","216","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","49","±64","22.7%","±25.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","167","±84","77.3%","±25.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","2,942","±446","2,942","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","673","±263","22.9%","±7.4"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,269","±355","77.1%","±7.4"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","2,942","±446","2,942","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","483","±166","16.4%","±5.1"
"        Asia","372,717","±3,581","30.8%","±0.3","1,795","±352","61.0%","±7.6"
"        Africa","113,823","±3,313","9.4%","±0.3","98","±99","3.3%","±3.3"
"        Oceania","4,098","±490","0.3%","±0.1","0","±25","0.0%","±1.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","408","±168","13.9%","±5.3"
"        Northern America","28,855","±1,370","2.4%","±0.1","158","±86","5.4%","±3.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","25,052","±847","25,052","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","21,712","±947","86.7%","±2.2"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","3,340","±554","13.3%","±2.2"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","874","±268","3.5%","±1.1"
"        Spanish","623,189","±4,858","9.4%","±0.1","403","±193","1.6%","±0.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","76","±58","0.3%","±0.2"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","1,584","±408","6.3%","±1.6"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","300","±176","1.2%","±0.7"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","1,246","±270","5.0%","±1.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","477","±205","1.9%","±0.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","107","±99","0.4%","±0.4"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","21","±24","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","26,574","±959","26,574","(X)"
"        American","260,364","±6,504","3.7%","±0.1","1,285","±684","4.8%","±2.5"
"        Arab","72,487","±3,641","1.0%","±0.1","206","±127","0.8%","±0.5"
"        Czech","12,119","±1,098","0.2%","±0.1","51","±67","0.2%","±0.3"
"        Danish","14,346","±1,162","0.2%","±0.1","47","±38","0.2%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","134","±121","0.5%","±0.5"
"        English","655,283","±8,406","9.4%","±0.1","3,675","±510","13.8%","±2.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,429","±288","5.4%","±1.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,339","±328","5.0%","±1.2"
"        German","387,135","±7,027","5.5%","±0.1","1,961","±763","7.4%","±2.8"
"        Greek","76,566","±3,218","1.1%","±0.1","599","±271","2.3%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","173","±82","0.7%","±0.3"
"        Irish","1,345,219","±11,619","19.2%","±0.2","6,617","±763","24.9%","±3.0"
"        Italian","815,794","±9,186","11.7%","±0.1","3,718","±686","14.0%","±2.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","155","±87","0.6%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","132","±69","0.5%","±0.3"
"        Polish","283,050","±4,814","4.0%","±0.1","1,124","±378","4.2%","±1.5"
"        Portuguese","270,183","±5,260","3.9%","±0.1","534","±203","2.0%","±0.8"
"        Russian","91,511","±3,161","1.3%","±0.1","476","±253","1.8%","±1.0"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","506","±460","1.9%","±1.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","657","±313","2.5%","±1.2"
"        Slovak","7,069","±828","0.1%","±0.1","57","±65","0.2%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","88","±95","0.3%","±0.4"
"        Swedish","102,031","±2,873","1.5%","±0.1","301","±151","1.1%","±0.6"
"        Swiss","10,126","±912","0.1%","±0.1","83","±67","0.3%","±0.3"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","55","±39","0.2%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","60","±49","0.2%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","73","±77","0.3%","±0.3"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,915","±366","9,915","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","9,552","±387","96.3%","±1.6"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","9,465","±369","95.5%","±1.8"
