"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02035!!Estimate","ZCTA5 02035!!Margin of Error","ZCTA5 02035!!Percent","ZCTA5 02035!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,289","±379","7,289","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,877","±302","53.2%","±4.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,658","±190","22.7%","±3.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","324","±115","4.4%","±1.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","14","±23","0.2%","±0.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,094","±324","15.0%","±4.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","10","±15","0.1%","±0.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","940","±330","12.9%","±4.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","534","±296","7.3%","±3.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,994","±333","27.4%","±4.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","385","±200","5.3%","±2.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,246","±251","17.1%","±3.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","554","±171","7.6%","±2.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,175","±211","29.8%","±3.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,353","±371","32.3%","±4.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.53","±0.13","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.19","±0.16","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","18,406","±24","18,406","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","7,289","±379","39.6%","±2.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,947","±314","21.4%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","338","±121","1.8%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,675","±427","30.8%","±2.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","790","±328","4.3%","±1.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","367","±189","2.0%","±1.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","7,300","±546","7,300","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,111","±503","28.9%","±5.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,160","±302","57.0%","±5.6"
"        Separated","37,600","±1,670","1.3%","±0.1","43","±60","0.6%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","270","±162","3.7%","±2.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","716","±302","9.8%","±3.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","7,831","±405","7,831","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,030","±377","25.9%","±4.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,132","±263","52.8%","±3.5"
"        Separated","55,256","±1,859","1.8%","±0.1","189","±109","2.4%","±1.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","645","±204","8.2%","±2.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","835","±230","10.7%","±2.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","215","±100","215","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","9","±14","4.2%","±7.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","4","±7","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","53","±25","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±53","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","89","±50","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","37","±35","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","279","±162","279","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","110","±86","39.4%","±26.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±13.3"
"            1 or 2 years","6,316","±677","5.0%","±0.5","30","±56","10.8%","±18.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","43","±54","15.4%","±18.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","37","±33","13.3%","±13.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","110","±86","110","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","88","±66","80.0%","±19.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","44","±60","40.0%","±37.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,841","±604","4,841","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","351","±232","7.3%","±4.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","185","±136","3.8%","±2.9"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,843","±300","38.1%","±6.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,507","±569","31.1%","±9.9"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","955","±311","19.7%","±5.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","12,693","±561","12,693","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","211","±114","1.7%","±0.9"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","203","±128","1.6%","±1.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","2,295","±411","18.1%","±3.1"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,913","±366","15.1%","±2.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","904","±188","7.1%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,117","±407","32.4%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,050","±460","24.0%","±3.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","12,279","±612","96.7%","±1.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","7,167","±522","56.5%","±3.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","14,486","±325","14,486","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","983","±321","6.8%","±2.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","18,411","±23","18,411","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,001","±391","10.9%","±2.1"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,945","±322","3,945","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","112","±123","2.8%","±3.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","11,309","±424","11,309","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,071","±289","9.5%","±2.6"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,157","±418","3,157","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","818","±177","25.9%","±5.6"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","18,218","±100","18,218","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","16,377","±490","89.9%","±2.5"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,841","±455","10.1%","±2.5"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","1,760","±453","9.7%","±2.5"
"                Same county","446,141","±8,933","6.4%","±0.1","764","±331","4.2%","±1.8"
"                Different county","354,693","±6,215","5.1%","±0.1","996","±327","5.5%","±1.8"
"                    Same state","205,752","±5,091","3.0%","±0.1","586","±220","3.2%","±1.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","410","±265","2.3%","±1.5"
"            Abroad","61,536","±2,941","0.9%","±0.1","81","±102","0.4%","±0.6"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,431","±22","18,431","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","16,449","±451","89.2%","±2.4"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","16,158","±523","87.7%","±2.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","12,325","±616","66.9%","±3.3"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,833","±472","20.8%","±2.6"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","291","±198","1.6%","±1.1"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","1,982","±451","10.8%","±2.4"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","1,982","±451","1,982","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,231","±290","62.1%","±11.8"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","751","±337","37.9%","±11.8"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","2,273","±524","2,273","(X)"
"        Native","209,292","±4,176","209,292","(X)","291","±198","291","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","82","±64","28.2%","±17.8"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","209","±164","71.8%","±17.8"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","1,982","±451","1,982","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","726","±391","36.6%","±14.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","1,256","±296","63.4%","±14.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","1,982","±451","1,982","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","494","±183","24.9%","±10.1"
"        Asia","372,717","±3,581","30.8%","±0.3","872","±423","44.0%","±15.0"
"        Africa","113,823","±3,313","9.4%","±0.3","249","±157","12.6%","±8.2"
"        Oceania","4,098","±490","0.3%","±0.1","54","±64","2.7%","±3.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","288","±220","14.5%","±10.5"
"        Northern America","28,855","±1,370","2.4%","±0.1","25","±29","1.3%","±1.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","17,538","±226","17,538","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","15,027","±686","85.7%","±4.0"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","2,511","±698","14.3%","±4.0"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","676","±356","3.9%","±2.0"
"        Spanish","623,189","±4,858","9.4%","±0.1","276","±152","1.6%","±0.9"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","100","±89","0.6%","±0.5"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","840","±242","4.8%","±1.4"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","192","±98","1.1%","±0.6"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","677","±542","3.9%","±3.1"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","368","±341","2.1%","±1.9"
"        Other languages","99,560","±3,943","1.5%","±0.1","718","±482","4.1%","±2.7"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","16","±28","0.1%","±0.2"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","18,431","±22","18,431","(X)"
"        American","260,364","±6,504","3.7%","±0.1","696","±261","3.8%","±1.4"
"        Arab","72,487","±3,641","1.0%","±0.1","624","±312","3.4%","±1.7"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±21","0.0%","±0.2"
"        Danish","14,346","±1,162","0.2%","±0.1","115","±112","0.6%","±0.6"
"        Dutch","34,354","±1,922","0.5%","±0.1","74","±63","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","1,731","±393","9.4%","±2.1"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","743","±250","4.0%","±1.4"
"        French Canadian","235,524","±4,384","3.4%","±0.1","401","±147","2.2%","±0.8"
"        German","387,135","±7,027","5.5%","±0.1","1,362","±449","7.4%","±2.4"
"        Greek","76,566","±3,218","1.1%","±0.1","215","±177","1.2%","±1.0"
"        Hungarian","19,068","±1,432","0.3%","±0.1","33","±32","0.2%","±0.2"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,568","±829","30.2%","±4.5"
"        Italian","815,794","±9,186","11.7%","±0.1","2,733","±517","14.8%","±2.8"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","145","±101","0.8%","±0.5"
"        Norwegian","35,032","±1,997","0.5%","±0.1","34","±41","0.2%","±0.2"
"        Polish","283,050","±4,814","4.0%","±0.1","548","±197","3.0%","±1.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","678","±262","3.7%","±1.4"
"        Russian","91,511","±3,161","1.3%","±0.1","263","±115","1.4%","±0.6"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","199","±122","1.1%","±0.7"
"        Scottish","134,503","±3,385","1.9%","±0.1","203","±89","1.1%","±0.5"
"        Slovak","7,069","±828","0.1%","±0.1","65","±76","0.4%","±0.4"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","597","±477","3.2%","±2.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","343","±188","1.9%","±1.0"
"        Swiss","10,126","±912","0.1%","±0.1","0","±21","0.0%","±0.2"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","109","±87","0.6%","±0.5"
"        Welsh","23,388","±1,506","0.3%","±0.1","67","±47","0.4%","±0.3"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","266","±250","1.4%","±1.4"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,289","±379","7,289","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","6,970","±386","95.6%","±1.9"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","6,966","±384","95.6%","±2.2"
