"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01083!!Estimate","ZCTA5 01083!!Margin of Error","ZCTA5 01083!!Percent","ZCTA5 01083!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","934","±182","934","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","423","±143","45.3%","±15.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","246","±129","26.3%","±12.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","25","±38","2.7%","±4.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±4.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","368","±188","39.4%","±16.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","109","±155","11.7%","±16.3"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","228","±120","24.4%","±11.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","58","±67","6.2%","±7.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","118","±101","12.6%","±11.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±4.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","93","±91","10.0%","±9.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","0","±13","0.0%","±4.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","410","±167","43.9%","±15.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","125","±75","13.4%","±8.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.89","±0.44","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","4.06","±0.53","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","2,701","±560","2,701","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","934","±182","34.6%","±5.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","429","±143","15.9%","±4.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","25","±38","0.9%","±1.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,084","±394","40.1%","±9.5"
"        Other relatives","394,812","±8,541","5.9%","±0.1","190","±199","7.0%","±7.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","39","±62","1.4%","±2.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,187","±308","1,187","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","432","±236","36.4%","±14.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","550","±190","46.3%","±14.9"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±3.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","36","±56","3.0%","±4.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","169","±163","14.2%","±14.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","814","±260","814","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","272","±178","33.4%","±17.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","491","±176","60.3%","±17.7"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±4.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","0","±13","0.0%","±4.8"
