"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01950!!Estimate","ZCTA5 01950!!Margin of Error","ZCTA5 01950!!Percent","ZCTA5 01950!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,537","±466","7,537","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,217","±289","56.0%","±4.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,597","±227","21.2%","±4.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","498","±190","6.6%","±2.5"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","86","±99","1.1%","±1.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","904","±203","12.0%","±2.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±21","0.0%","±0.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","764","±192","10.1%","±2.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","157","±91","2.1%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,918","±395","25.4%","±4.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","309","±160","4.1%","±2.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,301","±327","17.3%","±3.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","661","±216","8.8%","±2.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,010","±231","26.7%","±4.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,674","±262","35.5%","±3.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.39","±0.15","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.96","±0.16","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","17,982","±96","17,982","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","7,537","±466","41.9%","±2.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,281","±328","23.8%","±1.8"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","524","±206","2.9%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,894","±594","27.2%","±3.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","548","±195","3.0%","±1.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","198","±81","1.1%","±0.5"
"MARITAL STATUS","","","","","","","",""
