"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02021!!Estimate","ZCTA5 02021!!Margin of Error","ZCTA5 02021!!Percent","ZCTA5 02021!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,305","±355","9,305","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,297","±278","56.9%","±3.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,388","±228","25.7%","±2.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","446","±175","4.8%","±1.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","117","±84","1.3%","±0.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,460","±344","15.7%","±3.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","105","±113","1.1%","±1.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,106","±273","11.9%","±2.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","396","±136","4.3%","±1.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,102","±369","22.6%","±3.6"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","294","±173","3.2%","±1.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,375","±304","14.8%","±3.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","901","±266","9.7%","±2.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,127","±276","33.6%","±3.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,264","±359","35.1%","±3.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.56","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.14","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","23,849","±139","23,849","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","9,305","±355","39.0%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,438","±350","22.8%","±1.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","483","±184","2.0%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","7,014","±475","29.4%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,238","±337","5.2%","±1.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","371","±190","1.6%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","9,306","±437","9,306","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","2,489","±399","26.7%","±3.7"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","5,911","±365","63.5%","±3.9"
"        Separated","37,600","±1,670","1.3%","±0.1","153","±111","1.6%","±1.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","255","±131","2.7%","±1.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","498","±192","5.4%","±2.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","10,296","±482","10,296","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,509","±360","24.4%","±3.1"
