"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01876!!Estimate","ZCTA5 01876!!Margin of Error","ZCTA5 01876!!Percent","ZCTA5 01876!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,903","±449","11,903","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","6,916","±358","58.1%","±3.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,270","±224","19.1%","±2.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","588","±131","4.9%","±1.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","114","±67","1.0%","±0.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,254","±255","10.5%","±2.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","86","±77","0.7%","±0.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","789","±232","6.6%","±1.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","336","±155","2.8%","±1.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,145","±414","26.4%","±3.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","372","±143","3.1%","±1.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,114","±417","17.8%","±3.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,057","±249","8.9%","±2.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,158","±249","26.5%","±2.5"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,935","±437","33.1%","±3.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.55","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.07","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","30,296","±309","30,296","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","11,903","±449","39.3%","±1.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","6,866","±355","22.7%","±1.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","594","±131","2.0%","±0.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","8,417","±528","27.8%","±1.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,999","±423","6.6%","±1.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","517","±239","1.7%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,193","±440","12,193","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,928","±478","32.2%","±3.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","7,218","±383","59.2%","±3.3"
"        Separated","37,600","±1,670","1.3%","±0.1","94","±65","0.8%","±0.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","352","±135","2.9%","±1.1"
"        Divorced","227,113","±4,005","8.0%","±0.1","601","±192","4.9%","±1.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","14,140","±465","14,140","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,652","±481","25.8%","±3.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","7,286","±386","51.5%","±2.8"
"        Separated","55,256","±1,859","1.8%","±0.1","128","±84","0.9%","±0.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,445","±363","10.2%","±2.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,629","±256","11.5%","±1.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","298","±140","298","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","11","±12","3.7%","±4.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","3","±4","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","44","±21","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±50","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","65","±36","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","36","±26","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","586","±282","586","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","20","±23","3.4%","±4.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±6.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","11","±18","1.9%","±3.3"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±6.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","9","±14","1.5%","±2.5"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","20","±23","20","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","9","±14","45.0%","±55.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","11","±18","55.0%","±55.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,963","±615","5,963","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","401","±153","6.7%","±2.5"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","422","±199","7.1%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,349","±363","39.4%","±6.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,519","±506","25.5%","±7.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,272","±286","21.3%","±4.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","23,205","±598","23,205","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","361","±197","1.6%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","814","±246","3.5%","±1.1"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,847","±617","29.5%","±2.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,735","±450","16.1%","±1.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,953","±331","8.4%","±1.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,517","±628","23.8%","±2.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,978","±491","17.1%","±2.0"
