"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02142!!Estimate","ZCTA5 02142!!Margin of Error","ZCTA5 02142!!Percent","ZCTA5 02142!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,077","±218","2,077","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","568","±153","27.3%","±6.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","121","±78","5.8%","±3.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","297","±113","14.3%","±5.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","13","±21","0.6%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","568","±138","27.3%","±6.4"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±1.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","426","±124","20.5%","±5.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","5","±7","0.2%","±0.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","644","±163","31.0%","±6.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","20","±18","1.0%","±0.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","398","±124","19.2%","±5.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","122","±66","5.9%","±3.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","154","±87","7.4%","±4.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","264","±91","12.7%","±4.1"
"        Average household size","2.48","±0.01","(X)","(X)","1.82","±0.15","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.41","±0.25","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","3,774","±495","3,774","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,077","±218","55.0%","±4.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","617","±174","16.3%","±3.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","294","±116","7.8%","±2.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","372","±183","9.9%","±4.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","49","±41","1.3%","±1.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","365","±103","9.7%","±2.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,956","±241","1,956","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","967","±189","49.4%","±8.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","811","±199","41.5%","±8.3"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±2.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","58","±56","3.0%","±2.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","120","±65","6.1%","±3.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","2,012","±310","2,012","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,105","±210","54.9%","±7.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","674","±180","33.5%","±7.3"
"        Separated","55,256","±1,859","1.8%","±0.1","13","±13","0.6%","±0.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","38","±49","1.9%","±2.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","182","±107","9.0%","±4.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","45","±57","45","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±49.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±38","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","30","±37","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±304","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","10","±16","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","101","±148","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,331","±306","1,331","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","42","±29","3.2%","±2.2"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","82","±105","6.2%","±7.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","6","±8","0.5%","±0.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","22","±25","1.7%","±2.0"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,179","±248","88.6%","±7.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","3,265","±455","3,265","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","10","±15","0.3%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","0","±13","0.0%","±1.2"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","74","±63","2.3%","±2.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","178","±112","5.5%","±3.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","79","±63","2.4%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,091","±253","33.4%","±5.3"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,833","±306","56.1%","±6.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","3,255","±456","99.7%","±0.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,924","±431","89.6%","±4.1"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,946","±453","3,946","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","72","±54","1.8%","±1.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","4,172","±532","4,172","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","196","±68","4.7%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","226","±158","226","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","11","±19","4.9%","±9.3"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","3,571","±440","3,571","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","117","±55","3.3%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","375","±141","375","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","68","±38","18.1%","±11.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","4,141","±514","4,141","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","2,356","±468","56.9%","±7.2"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","1,785","±319","43.1%","±7.2"
