"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01074!!Estimate","ZCTA5 01074!!Margin of Error","ZCTA5 01074!!Percent","ZCTA5 01074!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","157","±87","157","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","0","±13","0.0%","±22.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","0","±13","0.0%","±22.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","46","±69","29.3%","±39.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","46","±69","29.3%","±39.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","0","±13","0.0%","±22.2"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±22.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","0","±13","0.0%","±22.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","0","±13","0.0%","±22.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","111","±74","70.7%","±39.9"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","41","±53","26.1%","±31.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","18","±29","11.5%","±18.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","18","±29","11.5%","±18.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","87","±87","55.4%","±44.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","70","±67","44.6%","±44.8"
"        Average household size","2.48","±0.01","(X)","(X)","3.72","±0.95","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.12","±0.20","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","584","±372","584","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","157","±87","26.9%","±7.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","0","±13","0.0%","±6.6"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","46","±70","7.9%","±10.3"
"        Child","1,898,296","±5,188","28.1%","±0.1","271","±191","46.4%","±8.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","23","±38","3.9%","±8.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","87","±114","14.9%","±16.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","148","±124","148","(X)"
