"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01075!!Estimate","ZCTA5 01075!!Margin of Error","ZCTA5 01075!!Percent","ZCTA5 01075!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","7,328","±378","7,328","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,388","±388","46.2%","±5.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","887","±163","12.1%","±2.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","663","±297","9.0%","±4.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","245","±115","3.3%","±1.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","983","±196","13.4%","±2.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","43","±45","0.6%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","769","±176","10.5%","±2.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","372","±138","5.1%","±1.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,294","±448","31.3%","±5.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","158","±72","2.2%","±1.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,645","±411","22.4%","±5.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","765","±177","10.4%","±2.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,458","±171","19.9%","±2.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,878","±248","39.3%","±3.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.13","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.66","±0.13","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","15,576","±369","15,576","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","7,328","±378","47.0%","±2.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,212","±350","20.6%","±2.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","671","±301","4.3%","±1.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","3,371","±363","21.6%","±2.4"
"        Other relatives","394,812","±8,541","5.9%","±0.1","745","±342","4.8%","±2.2"
