"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01520!!Estimate","ZCTA5 01520!!Margin of Error","ZCTA5 01520!!Percent","ZCTA5 01520!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,021","±218","6,021","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,760","±244","62.4%","±3.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,683","±165","28.0%","±3.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","345","±118","5.7%","±2.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","116","±67","1.9%","±1.1"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","608","±181","10.1%","±2.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","75","±55","1.2%","±0.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","437","±172","7.3%","±2.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","145","±72","2.4%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,308","±210","21.7%","±3.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","316","±148","5.2%","±2.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","823","±153","13.7%","±2.4"
"                65 years and over","221,896","±3,548","8.2%","±0.1","461","±103","7.7%","±1.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,274","±170","37.8%","±3.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,806","±190","30.0%","±2.9"
"        Average household size","2.48","±0.01","(X)","(X)","2.75","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.21","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","16,563","±384","16,563","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","6,021","±218","36.4%","±1.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,694","±227","22.3%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","380","±132","2.3%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,669","±321","34.2%","±1.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","622","±202","3.8%","±1.2"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","177","±69","1.1%","±0.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","6,301","±308","6,301","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,776","±270","28.2%","±3.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,957","±230","62.8%","±3.6"
"        Separated","37,600","±1,670","1.3%","±0.1","16","±24","0.3%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","50","±36","0.8%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","502","±132","8.0%","±2.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","6,914","±287","6,914","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,556","±247","22.5%","±3.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,902","±213","56.4%","±3.3"
"        Separated","55,256","±1,859","1.8%","±0.1","26","±25","0.4%","±0.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","557","±126","8.1%","±1.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","873","±203","12.6%","±2.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","123","±59","123","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","13","±20","10.6%","±15.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","7","±11","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","34","±16","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","4","±10","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","79","±43","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","16","±14","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","219","±107","219","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","20","±30","9.1%","±12.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±16.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±16.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","20","±30","9.1%","±12.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±16.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","20","±30","20","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","20","±30","100.0%","±73.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","20","±30","100.0%","±73.6"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","4,650","±339","4,650","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","350","±119","7.5%","±2.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","263","±99","5.7%","±2.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,998","±282","43.0%","±4.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,038","±173","22.3%","±3.6"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,001","±195","21.5%","±3.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","11,336","±343","11,336","(X)"
