"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01093!!Estimate","ZCTA5 01093!!Margin of Error","ZCTA5 01093!!Percent","ZCTA5 01093!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","70","±34","70","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","43","±29","61.4%","±25.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","0","±13","0.0%","±39.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","0","±13","0.0%","±39.3"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±39.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","15","±14","21.4%","±19.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","4","±6","5.7%","±9.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","0","±13","0.0%","±39.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","0","±13","0.0%","±39.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","12","±13","17.1%","±18.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±39.3"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","9","±12","12.9%","±16.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","9","±12","12.9%","±16.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","7","±6","10.0%","±10.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","30","±19","42.9%","±28.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.24","±0.58","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.32","±0.63","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","157","±70","157","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","70","±34","44.6%","±10.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","38","±23","24.2%","±10.8"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","0","±13","0.0%","±22.2"
"        Child","1,898,296","±5,188","28.1%","±0.1","24","±20","15.3%","±11.5"
"        Other relatives","394,812","±8,541","5.9%","±0.1","8","±13","5.1%","±8.3"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","17","±27","10.8%","±15.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","70","±33","70","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","10","±12","14.3%","±18.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","49","±30","70.0%","±23.9"
"        Separated","37,600","±1,670","1.3%","±0.1","8","±12","11.4%","±17.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","0","±13","0.0%","±39.3"
"        Divorced","227,113","±4,005","8.0%","±0.1","3","±5","4.3%","±7.4"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","84","±43","84","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","26","±22","31.0%","±16.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","37","±23","44.0%","±23.5"
"        Separated","55,256","±1,859","1.8%","±0.1","9","±15","10.7%","±15.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","12","±13","14.3%","±15.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","0","±13","0.0%","±35.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±645","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±520","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±798","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±1,000","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±775","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","3","±6","3","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±100.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±100.0"
