"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02122!!Estimate","ZCTA5 02122!!Margin of Error","ZCTA5 02122!!Percent","ZCTA5 02122!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,004","±616","9,004","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,808","±418","31.2%","±4.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","909","±263","10.1%","±2.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","798","±246","8.9%","±2.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","191","±123","2.1%","±1.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,144","±397","23.8%","±4.3"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","182","±181","2.0%","±2.0"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,331","±359","14.8%","±4.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","203","±90","2.3%","±1.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,254","±553","36.1%","±4.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","692","±207","7.7%","±2.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,385","±385","15.4%","±3.9"
"                65 years and over","221,896","±3,548","8.2%","±0.1","492","±293","5.5%","±3.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,527","±468","28.1%","±4.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,126","±352","23.6%","±3.3"
"        Average household size","2.48","±0.01","(X)","(X)","2.60","±0.15","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.28","±0.18","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","23,398","±1,937","23,398","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","9,004","±616","38.5%","±2.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,776","±407","11.9%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","810","±237","3.5%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,831","±854","24.9%","±2.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","3,091","±795","13.2%","±2.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,886","±534","8.1%","±2.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","9,736","±840","9,736","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,719","±594","48.5%","±4.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,928","±515","40.3%","±4.3"
"        Separated","37,600","±1,670","1.3%","±0.1","280","±152","2.9%","±1.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","128","±77","1.3%","±0.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","681","±262","7.0%","±2.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","10,364","±1,024","10,364","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","5,412","±815","52.2%","±4.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,219","±397","31.1%","±4.0"
"        Separated","55,256","±1,859","1.8%","±0.1","356","±182","3.4%","±1.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","403","±142","3.9%","±1.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","974","±329","9.4%","±2.9"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","353","±181","353","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","236","±173","66.9%","±19.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","45","±32","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","49","±24","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±50","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","57","±33","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","53","±48","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","600","±286","600","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","118","±107","19.7%","±16.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±6.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±25","0.0%","±6.4"
"            3 or 4 years","5,630","±671","4.5%","±0.5","57","±75","9.5%","±11.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","61","±73","10.2%","±12.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","118","±107","118","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","88","±83","74.6%","±24.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","57","±75","48.3%","±46.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,777","±1,011","5,777","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","98","±99","1.7%","±1.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","393","±202","6.8%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,080","±442","36.0%","±5.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,263","±420","21.9%","±5.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,943","±464","33.6%","±5.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","17,083","±1,261","17,083","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,800","±341","10.5%","±2.0"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,640","±431","9.6%","±2.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","4,434","±655","26.0%","±3.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,521","±432","14.8%","±2.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","807","±256","4.7%","±1.5"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,137","±453","18.4%","±2.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,744","±630","16.1%","±3.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","13,643","±1,195","79.9%","±3.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","5,881","±819","34.4%","±3.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","19,162","±1,481","19,162","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","612","±199","3.2%","±1.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","23,638","±1,951","23,638","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,794","±566","11.8%","±2.2"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,577","±832","4,577","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","502","±242","11.0%","±5.0"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","16,193","±1,339","16,193","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,489","±420","9.2%","±2.3"
"    65 years and over","1,122,280","±664","1,122,280","(X)","2,868","±419","2,868","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","803","±228","28.0%","±8.3"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","23,331","±1,865","23,331","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","20,332","±1,712","87.1%","±3.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,999","±862","12.9%","±3.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,849","±857","12.2%","±3.4"
"                Same county","446,141","±8,933","6.4%","±0.1","1,977","±778","8.5%","±3.2"
"                Different county","354,693","±6,215","5.1%","±0.1","872","±279","3.7%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","513","±225","2.2%","±1.0"
"                    Different state","148,941","±3,990","2.2%","±0.1","359","±175","1.5%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","150","±93","0.6%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,747","±1,961","23,747","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","15,859","±1,756","66.8%","±3.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","14,760","±1,629","62.2%","±3.8"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,759","±1,435","49.5%","±3.7"
"                Different state","1,398,292","±9,460","20.0%","±0.1","3,001","±564","12.6%","±2.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,099","±428","4.6%","±1.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","7,888","±1,023","33.2%","±3.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","7,888","±1,023","7,888","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","4,516","±718","57.3%","±6.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,372","±741","42.7%","±6.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","8,987","±1,064","8,987","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,099","±428","1,099","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","120","±116","10.9%","±10.6"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","979","±414","89.1%","±10.6"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","7,888","±1,023","7,888","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,695","±736","34.2%","±6.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","5,193","±661","65.8%","±6.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","7,888","±1,023","7,888","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","551","±225","7.0%","±2.8"
"        Asia","372,717","±3,581","30.8%","±0.3","2,628","±494","33.3%","±6.4"
"        Africa","113,823","±3,313","9.4%","±0.3","2,192","±871","27.8%","±9.2"
"        Oceania","4,098","±490","0.3%","±0.1","18","±26","0.2%","±0.3"
"        Latin America","456,601","±7,328","37.7%","±0.5","2,499","±638","31.7%","±7.4"
"        Northern America","28,855","±1,370","2.4%","±0.1","0","±25","0.0%","±0.5"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","22,579","±1,784","22,579","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","13,488","±1,488","59.7%","±3.9"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","9,091","±1,038","40.3%","±3.9"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","5,026","±708","22.3%","±2.9"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,576","±654","11.4%","±2.8"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,275","±425","5.6%","±1.8"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","3,311","±946","14.7%","±4.0"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","1,597","±510","7.1%","±2.2"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","3,096","±590","13.7%","±2.7"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","2,127","±405","9.4%","±1.8"
"        Other languages","99,560","±3,943","1.5%","±0.1","108","±115","0.5%","±0.5"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","27","±33","0.1%","±0.1"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","23,747","±1,961","23,747","(X)"
"        American","260,364","±6,504","3.7%","±0.1","795","±334","3.3%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","18","±25","0.1%","±0.1"
"        Czech","12,119","±1,098","0.2%","±0.1","4","±7","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±25","0.0%","±0.2"
"        Dutch","34,354","±1,922","0.5%","±0.1","32","±36","0.1%","±0.2"
"        English","655,283","±8,406","9.4%","±0.1","852","±292","3.6%","±1.2"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","239","±154","1.0%","±0.7"
"        French Canadian","235,524","±4,384","3.4%","±0.1","273","±260","1.1%","±1.1"
"        German","387,135","±7,027","5.5%","±0.1","551","±232","2.3%","±0.9"
"        Greek","76,566","±3,218","1.1%","±0.1","71","±71","0.3%","±0.3"
"        Hungarian","19,068","±1,432","0.3%","±0.1","5","±8","0.0%","±0.1"
"        Irish","1,345,219","±11,619","19.2%","±0.2","3,875","±662","16.3%","±2.7"
"        Italian","815,794","±9,186","11.7%","±0.1","1,113","±358","4.7%","±1.4"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","142","±201","0.6%","±0.8"
"        Norwegian","35,032","±1,997","0.5%","±0.1","86","±159","0.4%","±0.7"
"        Polish","283,050","±4,814","4.0%","±0.1","218","±80","0.9%","±0.3"
"        Portuguese","270,183","±5,260","3.9%","±0.1","162","±104","0.7%","±0.4"
"        Russian","91,511","±3,161","1.3%","±0.1","50","±48","0.2%","±0.2"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","54","±52","0.2%","±0.2"
"        Scottish","134,503","±3,385","1.9%","±0.1","90","±76","0.4%","±0.3"
"        Slovak","7,069","±828","0.1%","±0.1","0","±25","0.0%","±0.2"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","2,738","±894","11.5%","±3.6"
"        Swedish","102,031","±2,873","1.5%","±0.1","219","±180","0.9%","±0.8"
"        Swiss","10,126","±912","0.1%","±0.1","32","±32","0.1%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","0","±25","0.0%","±0.2"
"        Welsh","23,388","±1,506","0.3%","±0.1","29","±34","0.1%","±0.1"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","1,155","±462","4.9%","±1.9"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,004","±616","9,004","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","8,472","±586","94.1%","±2.4"
