"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01002!!Estimate","ZCTA5 01002!!Margin of Error","ZCTA5 01002!!Percent","ZCTA5 01002!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","9,985","±532","9,985","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,747","±421","37.5%","±4.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,684","±340","16.9%","±3.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","582","±192","5.8%","±1.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","81","±47","0.8%","±0.5"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,633","±527","26.4%","±4.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","30","±21","0.3%","±0.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,689","±478","16.9%","±4.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","223","±96","2.2%","±1.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,023","±446","30.3%","±4.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","473","±180","4.7%","±1.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,475","±288","14.8%","±2.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","762","±179","7.6%","±1.7"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,396","±335","24.0%","±3.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,539","±270","25.4%","±2.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.39","±0.11","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.92","±0.13","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","23,829","±778","23,829","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","9,985","±532","41.9%","±1.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,947","±425","16.6%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","601","±200","2.5%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,457","±481","18.7%","±1.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","899","±259","3.8%","±1.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","3,940","±679","16.5%","±2.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,053","±711","12,053","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","6,851","±660","56.8%","±3.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,034","±440","33.5%","±4.2"
"        Separated","37,600","±1,670","1.3%","±0.1","31","±32","0.3%","±0.3"
"        Widowed","65,484","±1,934","2.3%","±0.1","216","±84","1.8%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","921","±487","7.6%","±3.9"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","12,536","±717","12,536","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,623","±692","52.8%","±4.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,159","±453","33.2%","±3.8"
"        Separated","55,256","±1,859","1.8%","±0.1","165","±88","1.3%","±0.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","656","±164","5.2%","±1.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","933","±280","7.4%","±2.1"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","167","±96","167","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","62","±58","37.1%","±28.1"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","9","±9","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","19","±11","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±28","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","23","±17","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","24","±25","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","169","±96","169","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","19","±41","11.2%","±21.7"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±20.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","13","±39","7.7%","±20.7"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±20.9"
"            5 or more years","13,647","±1,024","10.9%","±0.8","6","±11","3.6%","±6.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","19","±41","19","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","9","±16","47.4%","±52.6"
"        Who are married","19,550","±1,487","64.5%","±2.5","19","±41","100.0%","±75.5"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","12,653","±907","12,653","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","470","±178","3.7%","±1.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","211","±102","1.7%","±0.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,347","±213","10.6%","±1.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,097","±268","8.7%","±2.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","9,528","±935","75.3%","±3.3"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","13,750","±794","13,750","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","190","±97","1.4%","±0.7"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","153","±79","1.1%","±0.6"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,646","±284","12.0%","±2.0"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,254","±279","9.1%","±1.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","689","±199","5.0%","±1.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,291","±457","23.9%","±3.1"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","6,527","±722","47.5%","±4.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","13,407","±793","97.5%","±0.9"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","9,818","±746","71.4%","±3.5"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","23,724","±679","23,724","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","500","±137","2.1%","±0.6"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","27,223","±765","27,223","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,941","±477","10.8%","±1.7"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","3,599","±328","3,599","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","172","±92","4.8%","±2.4"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","20,148","±640","20,148","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,013","±441","10.0%","±2.2"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,476","±329","3,476","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","756","±160","21.7%","±4.0"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","27,234","±762","27,234","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","18,804","±1,145","69.0%","±3.6"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","8,430","±984","31.0%","±3.6"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","7,938","±969","29.1%","±3.5"
"                Same county","446,141","±8,933","6.4%","±0.1","3,477","±738","12.8%","±2.7"
"                Different county","354,693","±6,215","5.1%","±0.1","4,461","±936","16.4%","±3.5"
"                    Same state","205,752","±5,091","3.0%","±0.1","3,277","±865","12.0%","±3.2"
"                    Different state","148,941","±3,990","2.2%","±0.1","1,184","±307","4.3%","±1.1"
"            Abroad","61,536","±2,941","0.9%","±0.1","492","±150","1.8%","±0.5"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","27,323","±764","27,323","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","22,643","±753","82.9%","±1.9"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","22,083","±751","80.8%","±2.0"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,325","±916","41.4%","±3.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","10,758","±841","39.4%","±3.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","560","±182","2.0%","±0.7"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","4,680","±566","17.1%","±1.9"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","4,680","±566","4,680","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,904","±327","40.7%","±6.5"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","2,776","±514","59.3%","±6.5"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","5,240","±589","5,240","(X)"
"        Native","209,292","±4,176","209,292","(X)","560","±182","560","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","219","±139","39.1%","±17.2"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","341","±117","60.9%","±17.2"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","4,680","±566","4,680","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,164","±453","46.2%","±6.6"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","2,516","±378","53.8%","±6.6"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","4,680","±566","4,680","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","784","±203","16.8%","±4.2"
"        Asia","372,717","±3,581","30.8%","±0.3","2,225","±364","47.5%","±5.8"
"        Africa","113,823","±3,313","9.4%","±0.3","711","±290","15.2%","±5.7"
"        Oceania","4,098","±490","0.3%","±0.1","46","±39","1.0%","±0.8"
"        Latin America","456,601","±7,328","37.7%","±0.5","820","±270","17.5%","±5.2"
"        Northern America","28,855","±1,370","2.4%","±0.1","94","±47","2.0%","±1.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","26,394","±740","26,394","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","21,068","±791","79.8%","±2.4"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","5,326","±666","20.2%","±2.4"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","1,560","±325","5.9%","±1.2"
"        Spanish","623,189","±4,858","9.4%","±0.1","1,172","±348","4.4%","±1.3"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","353","±152","1.3%","±0.6"
