"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01863!!Estimate","ZCTA5 01863!!Margin of Error","ZCTA5 01863!!Percent","ZCTA5 01863!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,713","±283","3,713","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,971","±244","53.1%","±6.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","750","±134","20.2%","±3.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","416","±245","11.2%","±6.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","257","±220","6.9%","±5.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","546","±138","14.7%","±3.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","70","±59","1.9%","±1.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","448","±131","12.1%","±3.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","148","±74","4.0%","±2.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","780","±148","21.0%","±4.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","134","±77","3.6%","±2.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","500","±128","13.5%","±3.4"
"                65 years and over","221,896","±3,548","8.2%","±0.1","280","±116","7.5%","±3.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,328","±258","35.8%","±5.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,369","±240","36.9%","±6.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.60","±0.18","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.11","±0.29","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","9,649","±953","9,649","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,713","±283","38.5%","±2.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,013","±272","20.9%","±2.1"
