"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01907!!Estimate","ZCTA5 01907!!Margin of Error","ZCTA5 01907!!Percent","ZCTA5 01907!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,169","±262","6,169","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,502","±300","56.8%","±5.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,507","±191","24.4%","±3.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","369","±168","6.0%","±2.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","62","±54","1.0%","±0.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","630","±196","10.2%","±3.2"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","26","±24","0.4%","±0.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","489","±179","7.9%","±2.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","250","±141","4.1%","±2.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","1,668","±311","27.0%","±4.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","149","±75","2.4%","±1.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,111","±249","18.0%","±3.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","662","±191","10.7%","±2.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,828","±206","29.6%","±3.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,950","±253","31.6%","±3.9"
"        Average household size","2.48","±0.01","(X)","(X)","2.44","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.97","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","15,054","±159","15,054","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","6,169","±262","41.0%","±1.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,492","±306","23.2%","±2.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","368","±172","2.4%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,234","±363","28.1%","±2.4"
"        Other relatives","394,812","±8,541","5.9%","±0.1","631","±279","4.2%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","160","±95","1.1%","±0.6"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","5,815","±307","5,815","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,380","±318","23.7%","±4.7"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,759","±291","64.6%","±5.8"
"        Separated","37,600","±1,670","1.3%","±0.1","153","±94","2.6%","±1.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","108","±61","1.9%","±1.0"
"        Divorced","227,113","±4,005","8.0%","±0.1","415","±194","7.1%","±3.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","6,705","±374","6,705","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,598","±298","23.8%","±3.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,652","±292","54.5%","±4.4"
"        Separated","55,256","±1,859","1.8%","±0.1","113","±74","1.7%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","545","±178","8.1%","±2.6"
"        Divorced","324,764","±4,024","10.7%","±0.1","797","±199","11.9%","±2.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","138","±109","138","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","10","±23","7.2%","±18.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","6","±14","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","40","±32","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±147","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","65","±69","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","25","±25","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","117","±84","117","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±21","0.0%","±28.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±21","0.0%","±28.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±28.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±28.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±21","0.0%","±28.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±21","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±21","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±21","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","3,396","±354","3,396","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","364","±150","10.7%","±4.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","139","±92","4.1%","±2.8"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,428","±254","42.0%","±7.8"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","599","±176","17.6%","±5.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","866","±305","25.5%","±7.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","11,009","±421","11,009","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","135","±89","1.2%","±0.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","141","±99","1.3%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,586","±356","14.4%","±3.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,423","±401","12.9%","±3.4"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","909","±253","8.3%","±2.4"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,289","±431","29.9%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","3,526","±496","32.0%","±4.4"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","10,733","±462","97.5%","±1.2"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","6,815","±556","61.9%","±4.1"
"VETERAN STATUS","","","","","","","",""
