"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01056!!Estimate","ZCTA5 01056!!Margin of Error","ZCTA5 01056!!Percent","ZCTA5 01056!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","8,567","±338","8,567","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,427","±399","51.7%","±4.7"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","995","±199","11.6%","±2.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","618","±177","7.2%","±2.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","151","±81","1.8%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,408","±268","16.4%","±2.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","132","±68","1.5%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","903","±231","10.5%","±2.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","389","±131","4.5%","±1.5"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,114","±352","24.7%","±3.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","475","±173","5.5%","±2.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,105","±232","12.9%","±2.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","670","±183","7.8%","±2.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,868","±226","21.8%","±2.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,317","±325","38.7%","±3.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.36","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.76","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","20,193","±261","20,193","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","8,567","±338","42.4%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,351","±395","21.5%","±1.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","602","±174","3.0%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,370","±409","26.6%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","912","±331","4.5%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","391","±159","1.9%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","9,474","±473","9,474","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","3,596","±497","38.0%","±4.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","4,597","±390","48.5%","±4.4"
"        Separated","37,600","±1,670","1.3%","±0.1","110","±74","1.2%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","329","±145","3.5%","±1.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","842","±213","8.9%","±2.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","8,963","±392","8,963","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","2,396","±400","26.7%","±3.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","4,510","±375","50.3%","±4.8"
"        Separated","55,256","±1,859","1.8%","±0.1","231","±128","2.6%","±1.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","783","±224","8.7%","±2.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,043","±261","11.6%","±2.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","159","±94","159","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","40","±39","25.2%","±25.0"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","16","±16","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","37","±23","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±72","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","57","±42","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","29","±27","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","275","±162","275","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","99","±100","36.0%","±25.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±13.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","18","±26","6.5%","±10.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±13.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","81","±98","29.5%","±26.7"
