"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02143!!Estimate","ZCTA5 02143!!Margin of Error","ZCTA5 02143!!Percent","ZCTA5 02143!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,623","±662","11,623","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,292","±353","28.3%","±3.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,172","±216","10.1%","±2.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,327","±232","11.4%","±1.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","44","±39","0.4%","±0.3"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","3,457","±558","29.7%","±3.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","8","±13","0.1%","±0.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","2,120","±498","18.2%","±3.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","326","±117","2.8%","±1.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,547","±466","30.5%","±3.7"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","193","±127","1.7%","±1.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,888","±321","16.2%","±2.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","669","±167","5.8%","±1.4"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,484","±224","12.8%","±2.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,869","±262","16.1%","±2.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.15","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.74","±0.13","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","24,992","±1,189","24,992","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","11,623","±662","46.5%","±1.9"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,377","±374","13.5%","±1.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,384","±244","5.5%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,921","±453","11.7%","±1.7"
