"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01030!!Estimate","ZCTA5 01030!!Margin of Error","ZCTA5 01030!!Percent","ZCTA5 01030!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,994","±291","4,994","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,945","±316","59.0%","±5.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,008","±278","20.2%","±5.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","315","±119","6.3%","±2.5"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","100","±58","2.0%","±1.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","736","±247","14.7%","±4.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±21","0.0%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","673","±241","13.5%","±4.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","118","±80","2.4%","±1.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","998","±236","20.0%","±4.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","115","±101","2.3%","±2.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","593","±157","11.9%","±3.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","297","±106","5.9%","±2.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,391","±282","27.9%","±5.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,556","±252","31.2%","±4.4"
"        Average household size","2.48","±0.01","(X)","(X)","2.52","±0.16","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.00","±0.15","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","12,600","±847","12,600","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","4,994","±291","39.6%","±2.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,890","±314","22.9%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","308","±118","2.4%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","3,429","±515","27.2%","±2.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","667","±211","5.3%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","312","±239","2.5%","±1.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","5,303","±444","5,303","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,703","±275","32.1%","±3.8"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,042","±326","57.4%","±4.5"
"        Separated","37,600","±1,670","1.3%","±0.1","93","±93","1.8%","±1.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","93","±48","1.8%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","372","±143","7.0%","±2.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","5,653","±534","5,653","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,611","±405","28.5%","±5.6"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,021","±334","53.4%","±4.8"
"        Separated","55,256","±1,859","1.8%","±0.1","98","±74","1.7%","±1.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","510","±149","9.0%","±2.5"
"        Divorced","324,764","±4,024","10.7%","±0.1","413","±146","7.3%","±2.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","50","±38","50","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","25","±26","50.0%","±38.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","17","±18","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","18","±14","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±95","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","37","±35","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","9","±12","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","296","±145","296","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","78","±57","26.4%","±20.1"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","22","±34","7.4%","±11.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±21","0.0%","±12.6"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±21","0.0%","±12.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","56","±48","18.9%","±16.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","78","±57","78","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","54","±39","69.2%","±20.1"
"        Who are married","19,550","±1,487","64.5%","±2.5","71","±60","91.0%","±19.9"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","2,884","±517","2,884","(X)"
