"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01940!!Estimate","ZCTA5 01940!!Margin of Error","ZCTA5 01940!!Percent","ZCTA5 01940!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","4,663","±245","4,663","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,148","±225","67.5%","±5.4"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","1,531","±195","32.8%","±4.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","126","±78","2.7%","±1.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","13","±20","0.3%","±0.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","511","±153","11.0%","±3.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","24","±38","0.5%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","434","±145","9.3%","±2.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","203","±90","4.4%","±1.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","878","±221","18.8%","±4.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","108","±70","2.3%","±1.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","507","±156","10.9%","±3.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","385","±131","8.3%","±2.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,812","±164","38.9%","±4.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,734","±224","37.2%","±4.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.79","±0.14","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.26","±0.14","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","13,007","±96","13,007","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","4,663","±245","35.8%","±1.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,181","±223","24.5%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","125","±79","1.0%","±0.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,669","±337","35.9%","±2.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","308","±207","2.4%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","61","±63","0.5%","±0.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","4,639","±292","4,639","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,090","±256","23.5%","±4.7"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,214","±229","69.3%","±5.0"
"        Separated","37,600","±1,670","1.3%","±0.1","30","±36","0.6%","±0.8"
"        Widowed","65,484","±1,934","2.3%","±0.1","128","±83","2.8%","±1.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","177","±91","3.8%","±2.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","5,231","±348","5,231","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","1,064","±301","20.3%","±5.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,366","±205","64.3%","±5.3"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±21","0.0%","±0.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","487","±167","9.3%","±2.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","314","±130","6.0%","±2.5"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","88","±60","88","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±21","0.0%","±34.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±40","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","33","±24","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±145","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","54","±44","(X)","(X)"
