"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02155!!Estimate","ZCTA5 02155!!Margin of Error","ZCTA5 02155!!Percent","ZCTA5 02155!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","24,771","±665","24,771","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","10,076","±494","40.7%","±2.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","3,843","±377","15.5%","±1.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,983","±433","8.0%","±1.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","302","±181","1.2%","±0.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","5,052","±664","20.4%","±2.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","104","±114","0.4%","±0.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","3,069","±540","12.4%","±2.1"
"                65 years and over","102,147","±2,741","3.8%","±0.1","592","±145","2.4%","±0.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","7,660","±698","30.9%","±2.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","740","±253","3.0%","±1.0"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","4,101","±555","16.6%","±2.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,727","±341","7.0%","±1.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","5,200","±421","21.0%","±1.8"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","6,291","±511","25.4%","±1.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.36","±0.06","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.92","±0.09","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","58,460","±371","58,460","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","24,771","±665","42.4%","±1.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","10,064","±521","17.2%","±0.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,985","±403","3.4%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","13,397","±762","22.9%","±1.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","2,925","±588","5.0%","±1.0"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","5,318","±740","9.1%","±1.3"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","26,657","±879","26,657","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","13,078","±877","49.1%","±2.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","10,881","±479","40.8%","±2.3"
"        Separated","37,600","±1,670","1.3%","±0.1","174","±137","0.7%","±0.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","649","±161","2.4%","±0.6"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,875","±404","7.0%","±1.5"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","29,403","±804","29,403","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","13,876","±843","47.2%","±2.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","11,209","±619","38.1%","±2.2"
"        Separated","55,256","±1,859","1.8%","±0.1","290","±126","1.0%","±0.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","2,178","±304","7.4%","±1.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,850","±373","6.3%","±1.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","568","±166","568","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","24","±32","4.2%","±5.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","2","±2","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","30","±9","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","9","±12","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","35","±14","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","31","±16","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","419","±142","419","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","92","±73","22.0%","±16.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","44","±45","10.5%","±10.9"
"            1 or 2 years","6,316","±677","5.0%","±0.5","28","±48","6.7%","±10.6"
