"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01474!!Estimate","ZCTA5 01474!!Margin of Error","ZCTA5 01474!!Percent","ZCTA5 01474!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","680","±134","680","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","371","±97","54.6%","±11.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","51","±38","7.5%","±5.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","35","±44","5.1%","±6.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±5.7"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","169","±82","24.9%","±10.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","8","±13","1.2%","±1.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","121","±69","17.8%","±8.4"
"                65 years and over","102,147","±2,741","3.8%","±0.1","48","±42","7.1%","±5.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","105","±48","15.4%","±7.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±5.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","45","±29","6.6%","±4.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","25","±23","3.7%","±3.4"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","87","±42","12.8%","±6.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","243","±78","35.7%","±10.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.45","±0.26","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.83","±0.21","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,665","±320","1,665","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","680","±134","40.8%","±4.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","367","±94","22.0%","±4.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","34","±42","2.0%","±2.4"
"        Child","1,898,296","±5,188","28.1%","±0.1","342","±122","20.5%","±5.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","63","±39","3.8%","±2.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","179","±120","10.8%","±6.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","822","±194","822","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","263","±107","32.0%","±8.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","384","±93","46.7%","±7.9"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±4.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","87","±60","10.6%","±7.0"
"        Divorced","227,113","±4,005","8.0%","±0.1","88","±62","10.7%","±7.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","761","±155","761","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","245","±117","32.2%","±11.7"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","387","±98","50.9%","±11.8"
"        Separated","55,256","±1,859","1.8%","±0.1","7","±12","0.9%","±1.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","25","±23","3.3%","±3.1"
