"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01757!!Estimate","ZCTA5 01757!!Margin of Error","ZCTA5 01757!!Percent","ZCTA5 01757!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,487","±458","11,487","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,983","±405","52.1%","±3.4"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,338","±288","20.4%","±2.7"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","760","±214","6.6%","±1.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","269","±119","2.3%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","1,773","±282","15.4%","±2.2"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","16","±23","0.1%","±0.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,229","±243","10.7%","±1.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","414","±149","3.6%","±1.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,971","±392","25.9%","±3.1"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","669","±199","5.8%","±1.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,482","±319","12.9%","±2.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","842","±233","7.3%","±1.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,546","±286","30.9%","±3.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,528","±362","30.7%","±2.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.62","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.07","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","30,103","±175","30,103","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","11,487","±458","38.2%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","6,139","±424","20.4%","±1.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","773","±226","2.6%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","8,946","±665","29.7%","±2.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,778","±479","5.9%","±1.6"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","980","±300","3.3%","±1.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,477","±616","12,477","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,089","±516","32.8%","±3.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,927","±473","55.5%","±4.0"
"        Separated","37,600","±1,670","1.3%","±0.1","134","±76","1.1%","±0.6"
"        Widowed","65,484","±1,934","2.3%","±0.1","253","±120","2.0%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,074","±306","8.6%","±2.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","12,591","±578","12,591","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","3,334","±478","26.5%","±3.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","6,469","±455","51.4%","±3.8"
"        Separated","55,256","±1,859","1.8%","±0.1","248","±102","2.0%","±0.8"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,057","±260","8.4%","±2.0"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,483","±349","11.8%","±2.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","461","±178","461","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","148","±116","32.1%","±22.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","42","±33","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","66","±26","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","43","±68","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","133","±59","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","13","±12","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","508","±209","508","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","70","±63","13.8%","±13.0"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±7.6"
"            1 or 2 years","6,316","±677","5.0%","±0.5","17","±32","3.3%","±6.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±7.6"
"            5 or more years","13,647","±1,024","10.9%","±0.8","53","±54","10.4%","±11.0"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","70","±63","70","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","46","±37","65.7%","±21.4"
"        Who are married","19,550","±1,487","64.5%","±2.5","46","±58","65.7%","±41.4"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","6,462","±565","6,462","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","565","±195","8.7%","±3.1"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","343","±155","5.3%","±2.5"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,377","±460","36.8%","±6.0"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","1,702","±395","26.3%","±5.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","1,475","±283","22.8%","±4.4"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","21,543","±669","21,543","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,255","±339","5.8%","±1.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,424","±318","6.6%","±1.5"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","5,977","±695","27.7%","±2.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","3,343","±405","15.5%","±1.9"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,983","±429","9.2%","±2.0"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","4,741","±554","22.0%","±2.4"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","2,820","±401","13.1%","±1.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","18,864","±893","87.6%","±2.1"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","7,561","±715","35.1%","±3.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","23,905","±640","23,905","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","1,342","±289","5.6%","±1.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","30,142","±173","30,142","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,328","±410","7.7%","±1.4"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","6,350","±643","6,350","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","157","±104","2.5%","±1.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","18,650","±661","18,650","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,048","±283","5.6%","±1.5"
"    65 years and over","1,122,280","±664","1,122,280","(X)","5,142","±529","5,142","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,123","±261","21.8%","±4.7"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","29,738","±275","29,738","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","26,933","±720","90.6%","±2.3"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","2,805","±678","9.4%","±2.3"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","2,489","±619","8.4%","±2.1"
"                Same county","446,141","±8,933","6.4%","±0.1","1,525","±472","5.1%","±1.6"
"                Different county","354,693","±6,215","5.1%","±0.1","964","±419","3.2%","±1.4"
"                    Same state","205,752","±5,091","3.0%","±0.1","650","±312","2.2%","±1.1"
"                    Different state","148,941","±3,990","2.2%","±0.1","314","±260","1.1%","±0.9"
"            Abroad","61,536","±2,941","0.9%","±0.1","316","±225","1.1%","±0.8"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","30,294","±160","30,294","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","23,434","±916","77.4%","±3.0"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","22,454","±958","74.1%","±3.1"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","18,295","±908","60.4%","±3.0"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,159","±544","13.7%","±1.8"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","980","±382","3.2%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,860","±900","22.6%","±3.0"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,860","±900","6,860","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","1,991","±425","29.0%","±6.6"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","4,869","±922","71.0%","±6.6"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","7,840","±953","7,840","(X)"
"        Native","209,292","±4,176","209,292","(X)","980","±382","980","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","159","±97","16.2%","±10.1"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","821","±359","83.8%","±10.1"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,860","±900","6,860","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,959","±825","43.1%","±8.5"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,901","±588","56.9%","±8.5"
"WORLD REGION OF BIRTH OF FOREIGN BORN","","","","","","","",""
"    Foreign-born population, excluding population born at sea","1,209,717","±10,227","1,209,717","(X)","6,860","±900","6,860","(X)"
"        Europe","233,623","±4,981","19.3%","±0.4","1,197","±406","17.4%","±5.3"
"        Asia","372,717","±3,581","30.8%","±0.3","561","±280","8.2%","±4.3"
"        Africa","113,823","±3,313","9.4%","±0.3","376","±361","5.5%","±5.2"
"        Oceania","4,098","±490","0.3%","±0.1","0","±28","0.0%","±0.6"
"        Latin America","456,601","±7,328","37.7%","±0.5","4,541","±788","66.2%","±7.6"
"        Northern America","28,855","±1,370","2.4%","±0.1","185","±140","2.7%","±2.0"
"LANGUAGE SPOKEN AT HOME","","","","","","","",""
"    Population 5 years and over","6,633,909","±261","6,633,909","(X)","28,172","±469","28,172","(X)"
"        English only","5,018,331","±10,572","75.6%","±0.2","18,857","±1,002","66.9%","±3.3"
"        Language other than English","1,615,578","±10,535","24.4%","±0.2","9,315","±933","33.1%","±3.3"
"            Speak English less than ""very well""","631,900","±9,016","9.5%","±0.1","4,421","±633","15.7%","±2.3"
"        Spanish","623,189","±4,858","9.4%","±0.1","2,893","±676","10.3%","±2.4"
"            Speak English less than ""very well""","262,100","±4,775","4.0%","±0.1","1,441","±465","5.1%","±1.7"
"        Other Indo-European languages","601,764","±8,787","9.1%","±0.1","5,659","±860","20.1%","±3.1"
"            Speak English less than ""very well""","210,816","±5,330","3.2%","±0.1","2,605","±563","9.2%","±2.0"
"        Asian and Pacific Islander languages","291,065","±4,510","4.4%","±0.1","296","±167","1.1%","±0.6"
"            Speak English less than ""very well""","130,881","±3,152","2.0%","±0.1","207","±151","0.7%","±0.5"
"        Other languages","99,560","±3,943","1.5%","±0.1","467","±364","1.7%","±1.3"
"            Speak English less than ""very well""","28,103","±1,866","0.4%","±0.1","168","±168","0.6%","±0.6"
"ANCESTRY","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","30,294","±160","30,294","(X)"
"        American","260,364","±6,504","3.7%","±0.1","981","±383","3.2%","±1.3"
"        Arab","72,487","±3,641","1.0%","±0.1","250","±193","0.8%","±0.6"
"        Czech","12,119","±1,098","0.2%","±0.1","0","±28","0.0%","±0.1"
"        Danish","14,346","±1,162","0.2%","±0.1","0","±28","0.0%","±0.1"
"        Dutch","34,354","±1,922","0.5%","±0.1","122","±87","0.4%","±0.3"
"        English","655,283","±8,406","9.4%","±0.1","2,050","±412","6.8%","±1.4"
"        French (except Basque)","375,415","±6,388","5.4%","±0.1","1,391","±327","4.6%","±1.1"
"        French Canadian","235,524","±4,384","3.4%","±0.1","1,437","±544","4.7%","±1.8"
"        German","387,135","±7,027","5.5%","±0.1","1,154","±324","3.8%","±1.1"
"        Greek","76,566","±3,218","1.1%","±0.1","283","±208","0.9%","±0.7"
"        Hungarian","19,068","±1,432","0.3%","±0.1","139","±131","0.5%","±0.4"
"        Irish","1,345,219","±11,619","19.2%","±0.2","5,578","±720","18.4%","±2.4"
"        Italian","815,794","±9,186","11.7%","±0.1","5,867","±784","19.4%","±2.6"
"        Lithuanian","43,215","±2,035","0.6%","±0.1","106","±77","0.3%","±0.3"
"        Norwegian","35,032","±1,997","0.5%","±0.1","10","±16","0.0%","±0.1"
"        Polish","283,050","±4,814","4.0%","±0.1","1,336","±642","4.4%","±2.1"
"        Portuguese","270,183","±5,260","3.9%","±0.1","1,597","±427","5.3%","±1.4"
"        Russian","91,511","±3,161","1.3%","±0.1","231","±119","0.8%","±0.4"
"        Scotch-Irish","41,714","±2,151","0.6%","±0.1","163","±124","0.5%","±0.4"
"        Scottish","134,503","±3,385","1.9%","±0.1","666","±282","2.2%","±0.9"
"        Slovak","7,069","±828","0.1%","±0.1","1","±4","0.0%","±0.1"
"        Subsaharan African","158,921","±4,752","2.3%","±0.1","722","±631","2.4%","±2.1"
"        Swedish","102,031","±2,873","1.5%","±0.1","210","±148","0.7%","±0.5"
"        Swiss","10,126","±912","0.1%","±0.1","0","±28","0.0%","±0.1"
"        Ukrainian","24,760","±1,792","0.4%","±0.1","14","±25","0.0%","±0.1"
"        Welsh","23,388","±1,506","0.3%","±0.1","81","±64","0.3%","±0.2"
"        West Indian (excluding Hispanic origin groups)","139,627","±4,694","2.0%","±0.1","209","±209","0.7%","±0.7"
"COMPUTERS AND INTERNET USE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","11,487","±458","11,487","(X)"
"        With a computer","2,538,022","±5,269","93.5%","±0.1","10,702","±449","93.2%","±2.1"
"        With a broadband Internet subscription","2,431,466","±6,695","89.6%","±0.2","10,131","±425","88.2%","±2.6"
