"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01770!!Estimate","ZCTA5 01770!!Margin of Error","ZCTA5 01770!!Percent","ZCTA5 01770!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,515","±91","1,515","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,204","±77","79.5%","±6.0"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","573","±74","37.8%","±6.3"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","57","±34","3.8%","±2.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","8","±13","0.5%","±0.8"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","62","±39","4.1%","±2.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±2.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","51","±36","3.4%","±2.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","21","±23","1.4%","±1.5"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","192","±76","12.7%","±4.6"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","0","±13","0.0%","±2.6"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","175","±77","11.6%","±4.7"
"                65 years and over","221,896","±3,548","8.2%","±0.1","77","±51","5.1%","±3.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","589","±74","38.9%","±6.2"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","431","±83","28.4%","±4.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.91","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.23","±0.17","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","4,406","±21","4,406","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,515","±91","34.4%","±2.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,248","±77","28.3%","±1.7"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","60","±35","1.4%","±0.8"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,515","±130","34.4%","±2.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","25","±22","0.6%","±0.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","43","±42","1.0%","±1.0"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,616","±149","1,616","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","335","±117","20.7%","±6.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","1,202","±102","74.4%","±6.5"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±2.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","32","±28","2.0%","±1.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","47","±38","2.9%","±2.3"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,818","±138","1,818","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","390","±134","21.5%","±6.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","1,269","±108","69.8%","±6.6"
"        Separated","55,256","±1,859","1.8%","±0.1","12","±21","0.7%","±1.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","48","±40","2.6%","±2.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","99","±47","5.4%","±2.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","74","±75","74","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±38.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±117","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","83","±77","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±298","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","105","±108","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","90","±116","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,229","±152","1,229","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","115","±67","9.4%","±5.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","71","±43","5.8%","±3.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","553","±122","45.0%","±8.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","340","±100","27.7%","±7.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","150","±88","12.2%","±6.8"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","2,951","±125","2,951","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","0","±13","0.0%","±1.3"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","38","±41","1.3%","±1.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","205","±111","6.9%","±3.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","224","±105","7.6%","±3.6"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","92","±55","3.1%","±1.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,076","±153","36.5%","±4.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,316","±186","44.6%","±5.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","2,913","±127","98.7%","±1.4"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,392","±201","81.1%","±5.8"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","3,177","±151","3,177","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","91","±51","2.9%","±1.6"
