"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01340!!Estimate","ZCTA5 01340!!Margin of Error","ZCTA5 01340!!Percent","ZCTA5 01340!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","797","±90","797","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","411","±87","51.6%","±7.4"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","96","±44","12.0%","±5.1"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","101","±38","12.7%","±4.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","9","±8","1.1%","±1.0"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","135","±42","16.9%","±5.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","5","±6","0.6%","±0.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","96","±35","12.0%","±4.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","70","±32","8.8%","±4.0"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","150","±37","18.8%","±5.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","25","±18","3.1%","±2.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","78","±26","9.8%","±3.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","46","±22","5.8%","±2.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","152","±49","19.1%","±5.6"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","376","±66","47.2%","±5.8"
"        Average household size","2.48","±0.01","(X)","(X)","2.28","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.62","±0.21","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","1,818","±231","1,818","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","797","±90","43.8%","±3.2"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","396","±82","21.8%","±2.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","94","±35","5.2%","±2.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","373","±94","20.5%","±3.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","107","±57","5.9%","±3.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","51","±32","2.8%","±1.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","782","±116","782","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","236","±67","30.2%","±6.4"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","421","±84","53.8%","±7.0"
"        Separated","37,600","±1,670","1.3%","±0.1","11","±8","1.4%","±1.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","26","±11","3.3%","±1.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","88","±31","11.3%","±4.0"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","793","±104","793","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","193","±57","24.3%","±6.2"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","409","±85","51.6%","±8.4"
"        Separated","55,256","±1,859","1.8%","±0.1","16","±20","2.0%","±2.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","56","±31","7.1%","±3.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","119","±42","15.0%","±5.0"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","15","±14","15","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","0.0%","±84.9"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±193","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","49","±45","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±658","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","32","±51","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","69","±75","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","9","±7","9","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","6","±6","66.7%","±39.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±100.0"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±100.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±100.0"
"            5 or more years","13,647","±1,024","10.9%","±0.8","6","±6","66.7%","±39.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","6","±6","6","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","3","±4","50.0%","±50.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","3","±4","50.0%","±50.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","290","±86","290","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","37","±18","12.8%","±5.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","5","±6","1.7%","±2.1"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","118","±67","40.7%","±14.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","65","±30","22.4%","±9.1"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","65","±21","22.4%","±7.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,388","±164","1,388","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","29","±19","2.1%","±1.4"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","54","±26","3.9%","±2.0"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","476","±133","34.3%","±6.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","209","±45","15.1%","±3.0"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","128","±33","9.2%","±2.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","227","±49","16.4%","±3.5"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","265","±62","19.1%","±4.3"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,305","±166","94.0%","±2.3"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","492","±82","35.4%","±5.6"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,551","±186","1,551","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","130","±31","8.4%","±2.1"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","1,814","±232","1,814","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","246","±111","13.6%","±5.5"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","263","±80","263","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","4","±5","1.5%","±1.9"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","995","±132","995","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","75","±26","7.5%","±2.7"
"    65 years and over","1,122,280","±664","1,122,280","(X)","556","±114","556","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","167","±102","30.0%","±14.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","1,803","±230","1,803","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,626","±175","90.2%","±7.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","177","±141","9.8%","±7.0"
