"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02110!!Estimate","ZCTA5 02110!!Margin of Error","ZCTA5 02110!!Percent","ZCTA5 02110!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,282","±219","1,282","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","611","±189","47.7%","±10.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","69","±52","5.4%","±3.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","104","±58","8.1%","±4.6"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","31","±38","2.4%","±2.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","190","±94","14.8%","±6.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±3.1"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","179","±92","14.0%","±6.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","41","±40","3.2%","±3.1"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","377","±129","29.4%","±9.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","15","±21","1.2%","±1.7"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","334","±129","26.1%","±9.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","146","±81","11.4%","±6.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","115","±67","9.0%","±5.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","503","±196","39.2%","±11.4"
"        Average household size","2.48","±0.01","(X)","(X)","1.78","±0.16","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.27","±0.18","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","2,281","±449","2,281","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,282","±219","56.2%","±5.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","618","±211","27.1%","±5.5"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","104","±53","4.6%","±2.3"
"        Child","1,898,296","±5,188","28.1%","±0.1","228","±129","10.0%","±4.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","0","±13","0.0%","±1.7"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","49","±50","2.1%","±2.2"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","1,042","±243","1,042","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","319","±132","30.6%","±11.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","665","±213","63.8%","±11.7"
"        Separated","37,600","±1,670","1.3%","±0.1","17","±28","1.6%","±2.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","0","±13","0.0%","±3.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","41","±38","3.9%","±3.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","1,082","±213","1,082","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","276","±106","25.5%","±9.9"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","606","±198","56.0%","±11.1"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±3.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","74","±64","6.8%","±5.8"
"        Divorced","324,764","±4,024","10.7%","±0.1","126","±79","11.6%","±7.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±136","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±87","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±633","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±210","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±152","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","0","±13","0","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","-","**"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","-","**"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","-","**"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","-","**"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","-","**"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","264","±122","264","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","17","±28","6.4%","±10.6"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","0","±13","0.0%","±14.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","78","±68","29.5%","±20.4"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","14","±43","5.3%","±16.2"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","155","±100","58.7%","±24.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
