"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02062!!Estimate","ZCTA5 02062!!Margin of Error","ZCTA5 02062!!Percent","ZCTA5 02062!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,002","±465","13,002","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,998","±432","46.1%","±3.6"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,574","±340","19.8%","±2.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,036","±299","8.0%","±2.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","210","±110","1.6%","±0.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,238","±382","17.2%","±2.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","108","±87","0.8%","±0.7"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,593","±343","12.3%","±2.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","483","±162","3.7%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,730","±493","28.7%","±3.4"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","550","±187","4.2%","±1.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,317","±421","17.8%","±3.0"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,154","±249","8.9%","±1.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,649","±313","28.1%","±3.0"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,828","±290","29.4%","±1.9"
"        Average household size","2.48","±0.01","(X)","(X)","2.37","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.02","±0.10","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","30,871","±158","30,871","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","13,002","±465","42.1%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,928","±396","19.2%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,087","±288","3.5%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","8,669","±531","28.1%","±1.7"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,447","±333","4.7%","±1.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","738","±245","2.4%","±0.8"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,606","±454","12,606","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","4,405","±444","34.9%","±3.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,540","±464","51.9%","±3.7"
"        Separated","37,600","±1,670","1.3%","±0.1","393","±195","3.1%","±1.5"
"        Widowed","65,484","±1,934","2.3%","±0.1","370","±158","2.9%","±1.2"
"        Divorced","227,113","±4,005","8.0%","±0.1","898","±288","7.1%","±2.3"
