"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01826!!Estimate","ZCTA5 01826!!Margin of Error","ZCTA5 01826!!Percent","ZCTA5 01826!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","12,350","±428","12,350","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","6,535","±414","52.9%","±3.9"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,634","±261","21.3%","±2.4"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","624","±178","5.1%","±1.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","261","±133","2.1%","±1.1"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","2,269","±418","18.4%","±3.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","64","±73","0.5%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,550","±343","12.6%","±2.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","517","±171","4.2%","±1.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","2,922","±423","23.7%","±3.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","387","±188","3.1%","±1.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,594","±322","12.9%","±2.4"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,115","±257","9.0%","±2.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","3,805","±248","30.8%","±2.6"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,990","±439","32.3%","±3.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.61","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.15","±0.11","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","32,285","±112","32,285","(X)"
