"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02118!!Estimate","ZCTA5 02118!!Margin of Error","ZCTA5 02118!!Percent","ZCTA5 02118!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","13,847","±669","13,847","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","3,087","±371","22.3%","±2.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","800","±267","5.8%","±1.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,351","±253","9.8%","±1.8"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","37","±35","0.3%","±0.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","4,255","±571","30.7%","±3.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","281","±111","2.0%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","3,245","±565","23.4%","±3.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","596","±221","4.3%","±1.6"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","5,154","±552","37.2%","±3.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","768","±199","5.5%","±1.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","3,292","±500","23.8%","±3.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","781","±226","5.6%","±1.6"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,955","±322","14.1%","±2.3"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,729","±396","19.7%","±2.8"
"        Average household size","2.48","±0.01","(X)","(X)","1.84","±0.08","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.73","±0.12","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","25,498","±1,347","25,498","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","13,847","±669","54.3%","±2.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","3,107","±409","12.2%","±1.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,305","±247","5.1%","±1.0"
"        Child","1,898,296","±5,188","28.1%","±0.1","4,178","±566","16.4%","±1.9"
"        Other relatives","394,812","±8,541","5.9%","±0.1","1,322","±406","5.2%","±1.5"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","1,739","±400","6.8%","±1.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,532","±843","12,532","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","7,367","±705","58.8%","±3.6"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,599","±456","28.7%","±3.6"
"        Separated","37,600","±1,670","1.3%","±0.1","361","±155","2.9%","±1.2"
"        Widowed","65,484","±1,934","2.3%","±0.1","129","±88","1.0%","±0.7"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,076","±296","8.6%","±2.2"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","12,595","±953","12,595","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,577","±723","52.2%","±4.0"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,780","±533","30.0%","±3.6"
"        Separated","55,256","±1,859","1.8%","±0.1","444","±201","3.5%","±1.6"
"        Widowed","239,073","±3,906","7.9%","±0.1","744","±233","5.9%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,050","±278","8.3%","±2.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","364","±180","364","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","208","±155","57.1%","±22.7"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","35","±25","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","46","±22","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±78","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","52","±33","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","43","±28","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","391","±326","391","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","32","±31","8.2%","±12.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±9.7"
"            1 or 2 years","6,316","±677","5.0%","±0.5","4","±7","1.0%","±2.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±25","0.0%","±9.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","28","±31","7.2%","±11.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","32","±31","32","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","32","±31","100.0%","±58.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±25","0.0%","±58.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","5,365","±682","5,365","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","130","±83","2.4%","±1.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","241","±173","4.5%","±3.2"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","1,379","±341","25.7%","±5.6"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","952","±221","17.7%","±3.8"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,663","±519","49.6%","±7.1"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","22,096","±1,198","22,096","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","2,477","±537","11.2%","±2.2"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,041","±412","4.7%","±1.8"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","3,294","±525","14.9%","±2.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,325","±400","10.5%","±1.8"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","721","±245","3.3%","±1.1"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","5,988","±579","27.1%","±2.2"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","6,250","±644","28.3%","±2.8"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","18,578","±941","84.1%","±2.5"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","12,238","±866","55.4%","±3.1"
"VETERAN STATUS","","","","","","","",""
