"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02169!!Estimate","ZCTA5 02169!!Margin of Error","ZCTA5 02169!!Percent","ZCTA5 02169!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","27,629","±723","27,629","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","10,552","±627","38.2%","±2.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","3,974","±480","14.4%","±1.8"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","2,206","±337","8.0%","±1.2"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","386","±172","1.4%","±0.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","6,519","±750","23.6%","±2.5"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","93","±68","0.3%","±0.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","4,542","±600","16.4%","±2.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","1,307","±328","4.7%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","8,352","±700","30.2%","±2.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","869","±215","3.1%","±0.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","5,454","±469","19.7%","±1.6"
"                65 years and over","221,896","±3,548","8.2%","±0.1","2,265","±331","8.2%","±1.2"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","6,107","±448","22.1%","±1.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","7,647","±623","27.7%","±2.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.17","±0.05","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.93","±0.08","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","59,966","±1,479","59,966","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","27,629","±723","46.1%","±1.1"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","10,511","±651","17.5%","±1.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","2,277","±376","3.8%","±0.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","12,412","±832","20.7%","±1.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","4,585","±874","7.6%","±1.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","2,552","±582","4.3%","±0.9"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","25,611","±936","25,611","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","10,865","±1,040","42.4%","±3.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","11,751","±722","45.9%","±2.9"
"        Separated","37,600","±1,670","1.3%","±0.1","493","±182","1.9%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","626","±239","2.4%","±0.9"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,876","±440","7.3%","±1.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","26,517","±966","26,517","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","9,796","±920","36.9%","±2.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","11,583","±680","43.7%","±2.6"
"        Separated","55,256","±1,859","1.8%","±0.1","528","±189","2.0%","±0.7"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,726","±300","6.5%","±1.2"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,884","±494","10.9%","±1.8"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","854","±235","854","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","168","±123","19.7%","±12.3"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","18","±13","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","54","±15","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","36","±58","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","67","±23","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","38","±22","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","1,393","±336","1,393","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","277","±129","19.9%","±8.5"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","69","±60","5.0%","±4.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","35","±41","2.5%","±3.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","44","±38","3.2%","±2.8"
