"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01257!!Estimate","ZCTA5 01257!!Margin of Error","ZCTA5 01257!!Percent","ZCTA5 01257!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,013","±174","1,013","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","501","±146","49.5%","±12.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","54","±43","5.3%","±4.0"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","43","±31","4.2%","±3.1"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","0","±13","0.0%","±3.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","201","±88","19.8%","±8.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±3.9"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","136","±71","13.4%","±6.8"
"                65 years and over","102,147","±2,741","3.8%","±0.1","90","±63","8.9%","±6.3"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","268","±119","26.5%","±9.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","12","±19","1.2%","±1.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","240","±112","23.7%","±9.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","119","±63","11.7%","±6.3"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","80","±49","7.9%","±4.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","630","±120","62.2%","±9.0"
"        Average household size","2.48","±0.01","(X)","(X)","2.00","±0.23","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.56","±0.37","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","2,025","±320","2,025","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,013","±174","50.0%","±5.7"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","447","±118","22.1%","±4.6"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","46","±33","2.3%","±1.6"
"        Child","1,898,296","±5,188","28.1%","±0.1","363","±166","17.9%","±7.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","99","±58","4.9%","±2.8"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","57","±46","2.8%","±2.3"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","953","±173","953","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","316","±134","33.2%","±12.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","546","±148","57.3%","±13.5"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±13","0.0%","±4.1"
"        Widowed","65,484","±1,934","2.3%","±0.1","11","±17","1.2%","±1.8"
"        Divorced","227,113","±4,005","8.0%","±0.1","80","±59","8.4%","±5.7"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","957","±181","957","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","248","±120","25.9%","±10.4"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","547","±145","57.2%","±12.5"
"        Separated","55,256","±1,859","1.8%","±0.1","0","±13","0.0%","±4.1"
"        Widowed","239,073","±3,906","7.9%","±0.1","81","±61","8.5%","±6.3"
"        Divorced","324,764","±4,024","10.7%","±0.1","81","±53","8.5%","±5.6"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","0","±13","0","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±13","-","**"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±160","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","0","±116","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","-","**","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","0","±154","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","0","±349","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","28","±43","28","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","0","±13","0.0%","±62.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±13","0.0%","±62.2"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±13","0.0%","±62.2"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±13","0.0%","±62.2"
"            5 or more years","13,647","±1,024","10.9%","±0.8","0","±13","0.0%","±62.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","0","±13","0","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","0","±13","-","**"
"        Who are married","19,550","±1,487","64.5%","±2.5","0","±13","-","**"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","179","±120","179","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","15","±25","8.4%","±15.0"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","18","±23","10.1%","±12.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","91","±92","50.8%","±30.3"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","16","±27","8.9%","±14.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","39","±46","21.8%","±21.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","1,781","±283","1,781","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","29","±44","1.6%","±2.6"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","10","±16","0.6%","±0.9"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","429","±148","24.1%","±7.7"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","416","±200","23.4%","±10.3"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","161","±108","9.0%","±5.8"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","317","±139","17.8%","±6.9"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","419","±133","23.5%","±7.1"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","1,742","±292","97.8%","±2.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","736","±203","41.3%","±9.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","1,894","±294","1,894","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","211","±102","11.1%","±5.2"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","2,034","±321","2,034","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","254","±119","12.5%","±5.3"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","140","±104","140","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","0","±13","0.0%","±24.5"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","988","±226","988","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","36","±41","3.6%","±3.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","906","±195","906","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","218","±112","24.1%","±10.9"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","2,034","±321","2,034","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","1,776","±327","87.3%","±8.0"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","258","±164","12.7%","±8.0"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","258","±164","12.7%","±8.0"
"                Same county","446,141","±8,933","6.4%","±0.1","234","±157","11.5%","±7.6"
