"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01776!!Estimate","ZCTA5 01776!!Margin of Error","ZCTA5 01776!!Percent","ZCTA5 01776!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","6,208","±190","6,208","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","4,859","±169","78.3%","±3.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,611","±219","42.1%","±4.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","173","±88","2.8%","±1.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","13","±23","0.2%","±0.4"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","290","±106","4.7%","±1.7"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","50","±50","0.8%","±0.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","173","±73","2.8%","±1.2"
"                65 years and over","102,147","±2,741","3.8%","±0.1","74","±51","1.2%","±0.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","886","±187","14.3%","±2.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","154","±92","2.5%","±1.5"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","552","±155","8.9%","±2.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","426","±132","6.9%","±2.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,895","±201","46.6%","±3.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,939","±285","31.2%","±4.1"
"        Average household size","2.48","±0.01","(X)","(X)","3.02","±0.09","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.31","±0.09","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","18,752","±77","18,752","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","6,208","±190","33.1%","±1.0"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","4,827","±167","25.7%","±0.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","184","±90","1.0%","±0.5"
"        Child","1,898,296","±5,188","28.1%","±0.1","6,920","±309","36.9%","±1.6"
"        Other relatives","394,812","±8,541","5.9%","±0.1","526","±206","2.8%","±1.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","87","±73","0.5%","±0.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","7,048","±335","7,048","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,640","±278","23.3%","±3.1"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","5,125","±171","72.7%","±3.4"
"        Separated","37,600","±1,670","1.3%","±0.1","0","±21","0.0%","±0.6"
