"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02054!!Estimate","ZCTA5 02054!!Margin of Error","ZCTA5 02054!!Percent","ZCTA5 02054!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,078","±198","3,078","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,014","±226","65.4%","±6.5"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","706","±122","22.9%","±4.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","105","±54","3.4%","±1.8"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","38","±47","1.2%","±1.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","317","±118","10.3%","±3.8"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","43","±50","1.4%","±1.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","147","±95","4.8%","±3.0"
"                65 years and over","102,147","±2,741","3.8%","±0.1","72","±58","2.3%","±1.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","642","±180","20.9%","±5.3"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","91","±67","3.0%","±2.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","360","±144","11.7%","±4.5"
"                65 years and over","221,896","±3,548","8.2%","±0.1","147","±80","4.8%","±2.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","890","±117","28.9%","±4.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,257","±231","40.8%","±6.6"
"        Average household size","2.48","±0.01","(X)","(X)","2.74","±0.17","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.11","±0.23","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","8,436","±37","8,436","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,078","±198","36.5%","±2.3"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,083","±243","24.7%","±2.9"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","133","±75","1.6%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,748","±251","32.6%","±3.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","303","±162","3.6%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","91","±57","1.1%","±0.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,444","±229","3,444","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","1,079","±231","31.3%","±5.3"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,062","±183","59.9%","±5.9"
"        Separated","37,600","±1,670","1.3%","±0.1","16","±25","0.5%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","95","±82","2.8%","±2.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","192","±88","5.6%","±2.6"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","3,647","±231","3,647","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","883","±203","24.2%","±5.1"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","2,173","±253","59.6%","±6.6"
"        Separated","55,256","±1,859","1.8%","±0.1","97","±75","2.7%","±2.0"
"        Widowed","239,073","±3,906","7.9%","±0.1","158","±72","4.3%","±1.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","336","±126","9.2%","±3.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","26","±32","26","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","0","±19","0.0%","±64.5"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","0","±46","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","15","±19","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±126","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","30","±50","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","11","±20","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","82","±62","82","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","27","±40","32.9%","±41.4"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±19","0.0%","±36.1"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±19","0.0%","±36.1"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±19","0.0%","±36.1"
"            5 or more years","13,647","±1,024","10.9%","±0.8","27","±40","32.9%","±41.4"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","27","±40","27","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","14","±20","51.9%","±6.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","27","±40","100.0%","±63.3"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","1,889","±356","1,889","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","180","±84","9.5%","±4.8"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","67","±58","3.5%","±3.0"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","687","±229","36.4%","±8.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","538","±169","28.5%","±7.7"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","417","±155","22.1%","±6.7"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","6,060","±268","6,060","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","79","±90","1.3%","±1.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","191","±135","3.2%","±2.3"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","1,442","±331","23.8%","±5.2"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,023","±267","16.9%","±4.2"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","552","±151","9.1%","±2.6"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","1,743","±298","28.8%","±4.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,030","±241","17.0%","±3.9"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","5,790","±314","95.5%","±2.6"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","2,773","±394","45.8%","±6.4"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","6,693","±260","6,693","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","247","±115","3.7%","±1.8"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","8,448","±34","8,448","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","596","±170","7.1%","±2.0"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","1,788","±259","1,788","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","86","±81","4.8%","±4.1"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","4,874","±293","4,874","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","175","±91","3.6%","±1.8"
"    65 years and over","1,122,280","±664","1,122,280","(X)","1,786","±331","1,786","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","335","±125","18.8%","±7.2"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","8,455","±42","8,455","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","8,043","±257","95.1%","±2.9"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","412","±245","4.9%","±2.9"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","395","±240","4.7%","±2.8"
"                Same county","446,141","±8,933","6.4%","±0.1","317","±211","3.7%","±2.5"
"                Different county","354,693","±6,215","5.1%","±0.1","78","±92","0.9%","±1.1"
"                    Same state","205,752","±5,091","3.0%","±0.1","13","±22","0.2%","±0.3"
"                    Different state","148,941","±3,990","2.2%","±0.1","65","±89","0.8%","±1.0"
"            Abroad","61,536","±2,941","0.9%","±0.1","17","±31","0.2%","±0.4"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","8,481","±30","8,481","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","7,508","±382","88.5%","±4.5"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","7,364","±418","86.8%","±4.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","6,135","±414","72.3%","±4.9"
"                Different state","1,398,292","±9,460","20.0%","±0.1","1,229","±268","14.5%","±3.2"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","144","±114","1.7%","±1.3"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","973","±379","11.5%","±4.5"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","973","±379","973","(X)"
