"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01564!!Estimate","ZCTA5 01564!!Margin of Error","ZCTA5 01564!!Percent","ZCTA5 01564!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","3,248","±274","3,248","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,951","±254","60.1%","±9.2"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","757","±146","23.3%","±5.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","74","±56","2.3%","±1.7"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","12","±20","0.4%","±0.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","274","±128","8.4%","±3.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±19","0.0%","±1.2"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","241","±122","7.4%","±3.7"
"                65 years and over","102,147","±2,741","3.8%","±0.1","130","±114","4.0%","±3.4"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","949","±378","29.2%","±10.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","213","±191","6.6%","±5.9"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","545","±353","16.8%","±9.8"
"                65 years and over","221,896","±3,548","8.2%","±0.1","170","±97","5.2%","±3.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","1,057","±184","32.5%","±7.4"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","1,094","±197","33.7%","±6.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.42","±0.20","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.87","±0.18","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","7,865","±115","7,865","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","3,248","±274","41.3%","±3.4"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,935","±242","24.6%","±3.1"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","78","±57","1.0%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","2,033","±247","25.8%","±3.1"
"        Other relatives","394,812","±8,541","5.9%","±0.1","527","±186","6.7%","±2.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","44","±40","0.6%","±0.5"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","3,288","±263","3,288","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","912","±238","27.7%","±6.0"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","2,011","±258","61.2%","±6.6"
"        Separated","37,600","±1,670","1.3%","±0.1","34","±33","1.0%","±1.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","156","±128","4.7%","±4.0"
"        Divorced","227,113","±4,005","8.0%","±0.1","175","±129","5.3%","±3.9"
