"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01373!!Estimate","ZCTA5 01373!!Margin of Error","ZCTA5 01373!!Percent","ZCTA5 01373!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","2,355","±229","2,355","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","1,017","±158","43.2%","±7.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","258","±99","11.0%","±4.5"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","92","±55","3.9%","±2.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","2","±3","0.1%","±0.1"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","473","±127","20.1%","±5.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","30","±36","1.3%","±1.5"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","396","±115","16.8%","±4.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","61","±45","2.6%","±1.9"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","773","±233","32.8%","±8.2"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","155","±82","6.6%","±3.4"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","432","±213","18.3%","±8.1"
"                65 years and over","221,896","±3,548","8.2%","±0.1","212","±121","9.0%","±4.9"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","492","±127","20.9%","±5.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","777","±147","33.0%","±6.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.15","±0.18","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.76","±0.21","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","5,071","±365","5,071","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","2,355","±229","46.4%","±3.9"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","1,027","±191","20.3%","±3.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","95","±56","1.9%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","1,176","±249","23.2%","±4.3"
"        Other relatives","394,812","±8,541","5.9%","±0.1","201","±148","4.0%","±2.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","217","±121","4.3%","±2.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","2,311","±253","2,311","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","828","±213","35.8%","±7.8"
