"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02138!!Estimate","ZCTA5 02138!!Margin of Error","ZCTA5 02138!!Percent","ZCTA5 02138!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","14,377","±556","14,377","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","5,375","±438","37.4%","±2.8"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","2,171","±287","15.1%","±1.9"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,131","±208","7.9%","±1.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","35","±29","0.2%","±0.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","3,217","±409","22.4%","±2.6"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","84","±58","0.6%","±0.4"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","2,376","±401","16.5%","±2.6"
"                65 years and over","102,147","±2,741","3.8%","±0.1","670","±270","4.7%","±1.8"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","4,654","±425","32.4%","±2.8"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","349","±155","2.4%","±1.1"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","3,351","±347","23.3%","±2.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","1,360","±265","9.5%","±1.8"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,734","±302","19.0%","±1.9"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","3,769","±378","26.2%","±2.5"
"        Average household size","2.48","±0.01","(X)","(X)","2.03","±0.07","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","2.82","±0.10","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","29,227","±1,463","29,227","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","14,377","±556","49.2%","±1.6"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","5,434","±447","18.6%","±1.2"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,142","±214","3.9%","±0.7"
"        Child","1,898,296","±5,188","28.1%","±0.1","5,492","±710","18.8%","±1.8"
"        Other relatives","394,812","±8,541","5.9%","±0.1","309","±131","1.1%","±0.4"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","2,473","±493","8.5%","±1.7"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","16,868","±1,004","16,868","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","9,844","±863","58.4%","±2.7"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","6,177","±499","36.6%","±2.6"
"        Separated","37,600","±1,670","1.3%","±0.1","105","±71","0.6%","±0.4"
"        Widowed","65,484","±1,934","2.3%","±0.1","211","±93","1.3%","±0.5"
"        Divorced","227,113","±4,005","8.0%","±0.1","531","±129","3.1%","±0.8"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","18,181","±891","18,181","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","10,180","±796","56.0%","±2.7"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","5,797","±453","31.9%","±2.4"
"        Separated","55,256","±1,859","1.8%","±0.1","51","±37","0.3%","±0.2"
"        Widowed","239,073","±3,906","7.9%","±0.1","708","±161","3.9%","±0.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,445","±248","7.9%","±1.4"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","323","±104","323","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","79","±66","24.5%","±17.4"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","8","±7","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","24","±8","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±1","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","17","±9","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","57","±26","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","48","±48","48","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","2","±11","4.2%","±26.2"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±28","0.0%","±47.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","0","±28","0.0%","±47.5"
"            3 or 4 years","5,630","±671","4.5%","±0.5","0","±28","0.0%","±47.5"
"            5 or more years","13,647","±1,024","10.9%","±0.8","2","±11","4.2%","±26.2"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","2","±11","2","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","2","±11","100.0%","±100.0"
"        Who are married","19,550","±1,487","64.5%","±2.5","2","±11","100.0%","±100.0"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","17,691","±1,209","17,691","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","503","±130","2.8%","±0.7"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","191","±62","1.1%","±0.3"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,214","±467","12.5%","±2.5"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","804","±232","4.5%","±1.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","13,979","±1,077","79.0%","±2.9"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","23,392","±989","23,392","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","201","±112","0.9%","±0.5"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","195","±90","0.8%","±0.4"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","850","±218","3.6%","±0.9"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","1,578","±366","6.7%","±1.5"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","403","±161","1.7%","±0.7"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","6,864","±599","29.3%","±2.0"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","13,301","±684","56.9%","±2.6"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","22,996","±981","98.3%","±0.7"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","20,165","±902","86.2%","±2.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","34,314","±1,423","34,314","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","508","±133","1.5%","±0.4"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","39,139","±1,749","39,139","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","2,469","±337","6.3%","±0.9"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","5,047","±666","5,047","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","68","±58","1.3%","±1.2"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","29,154","±1,279","29,154","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","1,326","±278","4.5%","±1.0"
"    65 years and over","1,122,280","±664","1,122,280","(X)","4,938","±448","4,938","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,075","±193","21.8%","±4.1"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","39,093","±1,725","39,093","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","28,352","±1,580","72.5%","±2.4"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","10,741","±1,034","27.5%","±2.4"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","8,971","±956","22.9%","±2.2"
"                Same county","446,141","±8,933","6.4%","±0.1","3,364","±667","8.6%","±1.7"
"                Different county","354,693","±6,215","5.1%","±0.1","5,607","±714","14.3%","±1.7"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,469","±333","3.8%","±0.8"
"                    Different state","148,941","±3,990","2.2%","±0.1","4,138","±631","10.6%","±1.6"
"            Abroad","61,536","±2,941","0.9%","±0.1","1,770","±385","4.5%","±1.0"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","39,370","±1,733","39,370","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","29,070","±1,426","73.8%","±1.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","27,939","±1,439","71.0%","±1.9"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","11,117","±918","28.2%","±1.8"
"                Different state","1,398,292","±9,460","20.0%","±0.1","16,822","±1,032","42.7%","±2.1"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,131","±221","2.9%","±0.6"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","10,300","±858","26.2%","±1.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","10,300","±858","10,300","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,348","±430","32.5%","±3.3"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","6,952","±684","67.5%","±3.3"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","11,431","±896","11,431","(X)"
