"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01854!!Estimate","ZCTA5 01854!!Margin of Error","ZCTA5 01854!!Percent","ZCTA5 01854!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","10,417","±507","10,417","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","2,755","±348","26.4%","±3.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","796","±238","7.6%","±2.2"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","892","±303","8.6%","±2.9"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","326","±205","3.1%","±1.9"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","3,084","±474","29.6%","±4.0"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","54","±59","0.5%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","1,866","±376","17.9%","±3.5"
"                65 years and over","102,147","±2,741","3.8%","±0.1","386","±181","3.7%","±1.7"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","3,686","±415","35.4%","±3.7"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","956","±226","9.2%","±2.2"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","1,595","±244","15.3%","±2.3"
"                65 years and over","221,896","±3,548","8.2%","±0.1","734","±162","7.0%","±1.5"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","2,572","±391","24.7%","±3.6"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","2,396","±286","23.0%","±2.7"
"        Average household size","2.48","±0.01","(X)","(X)","2.44","±0.10","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.15","±0.17","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","25,402","±1,518","25,402","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","10,417","±507","41.0%","±1.8"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","2,733","±356","10.8%","±1.3"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","903","±295","3.6%","±1.1"
"        Child","1,898,296","±5,188","28.1%","±0.1","6,055","±718","23.8%","±2.2"
"        Other relatives","394,812","±8,541","5.9%","±0.1","2,401","±600","9.5%","±2.1"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","2,893","±587","11.4%","±2.1"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","12,772","±958","12,772","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","8,041","±998","63.0%","±4.2"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","3,385","±425","26.5%","±3.5"
"        Separated","37,600","±1,670","1.3%","±0.1","202","±122","1.6%","±1.0"
"        Widowed","65,484","±1,934","2.3%","±0.1","255","±123","2.0%","±1.0"
"        Divorced","227,113","±4,005","8.0%","±0.1","889","±257","7.0%","±2.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","12,209","±994","12,209","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","6,417","±878","52.6%","±3.8"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","3,263","±393","26.7%","±3.5"
"        Separated","55,256","±1,859","1.8%","±0.1","442","±150","3.6%","±1.3"
"        Widowed","239,073","±3,906","7.9%","±0.1","903","±229","7.4%","±1.9"
"        Divorced","324,764","±4,024","10.7%","±0.1","1,184","±282","9.7%","±2.2"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","253","±131","253","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","82","±76","32.4%","±24.2"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","14","±13","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","32","±17","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±34","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","45","±28","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","25","±19","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","721","±332","721","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","116","±98","16.1%","±12.3"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","0","±25","0.0%","±5.4"
"            1 or 2 years","6,316","±677","5.0%","±0.5","19","±32","2.6%","±4.8"
"            3 or 4 years","5,630","±671","4.5%","±0.5","20","±34","2.8%","±4.7"
"            5 or more years","13,647","±1,024","10.9%","±0.8","77","±86","10.7%","±10.6"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","116","±98","116","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","77","±76","66.4%","±32.2"
"        Who are married","19,550","±1,487","64.5%","±2.5","77","±86","66.4%","±37.8"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","10,101","±1,100","10,101","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","281","±132","2.8%","±1.4"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","307","±244","3.0%","±2.4"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","2,396","±442","23.7%","±3.9"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","838","±248","8.3%","±2.5"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","6,279","±998","62.2%","±5.6"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
"    Population 25 years and over","4,902,868","±589","4,902,868","(X)","18,087","±1,110","18,087","(X)"
"        Less than 9th grade","207,481","±3,821","4.2%","±0.1","1,426","±341","7.9%","±1.8"
"        9th to 12th grade, no diploma","225,734","±3,923","4.6%","±0.1","1,562","±313","8.6%","±1.7"
"        High school graduate (includes equivalency)","1,137,085","±9,926","23.2%","±0.2","6,062","±719","33.5%","±3.3"
"        Some college, no degree","739,611","±7,345","15.1%","±0.2","2,627","±521","14.5%","±2.7"
"        Associate's degree","376,608","±4,932","7.7%","±0.1","1,536","±351","8.5%","±1.9"
"        Bachelor's degree","1,215,939","±8,658","24.8%","±0.2","3,234","±555","17.9%","±2.8"
"        Graduate or professional degree","1,000,410","±8,572","20.4%","±0.2","1,640","±372","9.1%","±2.2"
"        High school graduate or higher","4,469,653","±5,853","91.2%","±0.1","15,099","±971","83.5%","±2.0"
"        Bachelor's degree or higher","2,216,349","±12,650","45.2%","±0.3","4,874","±574","26.9%","±3.0"
"VETERAN STATUS","","","","","","","",""
"    Civilian population 18 years and over","5,596,622","±698","5,596,622","(X)","24,462","±1,343","24,462","(X)"
"        Civilian veterans","277,442","±3,409","5.0%","±0.1","841","±232","3.4%","±1.0"
"DISABILITY STATUS OF THE CIVILIAN NONINSTITUTIONALIZED POPULATION","","","","","","","",""
"    Total Civilian Noninstitutionalized Population","6,922,305","±655","6,922,305","(X)","28,546","±1,605","28,546","(X)"
"        With a disability","803,600","±8,111","11.6%","±0.1","4,193","±468","14.7%","±1.6"
"    Under 18 years","1,386,984","±319","1,386,984","(X)","4,695","±666","4,695","(X)"
"        With a disability","64,995","±2,247","4.7%","±0.2","254","±138","5.4%","±2.7"
"    18 to 64 years","4,413,041","±997","4,413,041","(X)","20,629","±1,275","20,629","(X)"
"        With a disability","393,175","±6,150","8.9%","±0.1","2,486","±391","12.1%","±1.9"
"    65 years and over","1,122,280","±664","1,122,280","(X)","3,222","±415","3,222","(X)"
"        With a disability","345,430","±3,933","30.8%","±0.3","1,453","±275","45.1%","±5.4"
"RESIDENCE 1 YEAR AGO","","","","","","","",""
"    Population 1 year and over","6,925,117","±1,896","6,925,117","(X)","28,974","±1,635","28,974","(X)"
"        Same house","6,062,747","±11,850","87.5%","±0.2","24,244","±1,453","83.7%","±2.1"
"        Different house (in the U.S. or abroad)","862,370","±11,510","12.5%","±0.2","4,730","±696","16.3%","±2.1"
"            Different house in the U.S.","800,834","±10,863","11.6%","±0.2","4,125","±618","14.2%","±2.0"
"                Same county","446,141","±8,933","6.4%","±0.1","2,374","±562","8.2%","±1.9"
"                Different county","354,693","±6,215","5.1%","±0.1","1,751","±352","6.0%","±1.2"
"                    Same state","205,752","±5,091","3.0%","±0.1","1,138","±263","3.9%","±0.9"
"                    Different state","148,941","±3,990","2.2%","±0.1","613","±199","2.1%","±0.7"
"            Abroad","61,536","±2,941","0.9%","±0.1","605","±296","2.1%","±1.0"
"PLACE OF BIRTH","","","","","","","",""
"    Total population","6,991,852","*****","6,991,852","(X)","29,157","±1,639","29,157","(X)"
"        Native","5,782,135","±10,227","82.7%","±0.1","22,894","±1,475","78.5%","±2.8"
"            Born in United States","5,572,843","±10,550","79.7%","±0.2","21,052","±1,438","72.2%","±3.3"
"                State of residence","4,174,551","±11,954","59.7%","±0.2","17,037","±1,261","58.4%","±3.4"
"                Different state","1,398,292","±9,460","20.0%","±0.1","4,015","±554","13.8%","±1.7"
"            Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)","209,292","±4,176","3.0%","±0.1","1,842","±559","6.3%","±1.9"
"        Foreign born","1,209,717","±10,227","17.3%","±0.1","6,263","±931","21.5%","±2.8"
"U.S. CITIZENSHIP STATUS","","","","","","","",""
"    Foreign-born population","1,209,717","±10,227","1,209,717","(X)","6,263","±931","6,263","(X)"
"        Naturalized U.S. citizen","657,058","±6,826","54.3%","±0.5","3,215","±625","51.3%","±7.0"
"        Not a U.S. citizen","552,659","±8,065","45.7%","±0.5","3,048","±649","48.7%","±7.0"
"YEAR OF ENTRY","","","","","","","",""
"    Population born outside the United States","1,419,009","±10,550","1,419,009","(X)","8,105","±1,109","8,105","(X)"
"        Native","209,292","±4,176","209,292","(X)","1,842","±559","1,842","(X)"
"            Entered 2010 or later","61,308","±2,860","29.3%","±1.1","292","±161","15.9%","±6.0"
"            Entered before 2010","147,984","±3,102","70.7%","±1.1","1,550","±453","84.1%","±6.0"
"        Foreign born","1,209,717","±10,227","1,209,717","(X)","6,263","±931","6,263","(X)"
"            Entered 2010 or later","385,828","±7,484","31.9%","±0.5","2,596","±805","41.4%","±8.9"
"            Entered before 2010","823,889","±8,082","68.1%","±0.5","3,667","±570","58.6%","±8.9"
