"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 02149!!Estimate","ZCTA5 02149!!Margin of Error","ZCTA5 02149!!Percent","ZCTA5 02149!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","17,091","±741","17,091","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","7,028","±710","41.1%","±4.1"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","3,263","±433","19.1%","±2.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","1,388","±495","8.1%","±3.0"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","904","±443","5.3%","±2.6"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","3,506","±601","20.5%","±3.1"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","173","±110","1.0%","±0.6"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","2,069","±445","12.1%","±2.3"
"                65 years and over","102,147","±2,741","3.8%","±0.1","650","±221","3.8%","±1.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","5,169","±675","30.2%","±3.5"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","1,051","±312","6.1%","±1.8"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","2,244","±452","13.1%","±2.4"
"                65 years and over","221,896","±3,548","8.2%","±0.1","846","±200","4.9%","±1.1"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","6,199","±566","36.3%","±3.7"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","4,276","±433","25.0%","±2.2"
"        Average household size","2.48","±0.01","(X)","(X)","2.83","±0.12","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.38","±0.15","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","48,418","±248","48,418","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","17,091","±741","35.3%","±1.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","6,933","±676","14.3%","±1.4"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","1,305","±414","2.7%","±0.9"
"        Child","1,898,296","±5,188","28.1%","±0.1","14,741","±958","30.4%","±2.0"
"        Other relatives","394,812","±8,541","5.9%","±0.1","5,875","±935","12.1%","±1.9"
"        Other nonrelatives","271,643","±6,161","4.0%","±0.1","2,473","±683","5.1%","±1.4"
"MARITAL STATUS","","","","","","","",""
"    Males 15 years and over","2,831,580","±492","2,831,580","(X)","19,798","±935","19,798","(X)"
"        Never married","1,113,128","±7,242","39.3%","±0.3","9,309","±938","47.0%","±3.5"
"        Now married, except separated","1,388,255","±8,794","49.0%","±0.3","8,325","±730","42.0%","±4.1"
"        Separated","37,600","±1,670","1.3%","±0.1","253","±134","1.3%","±0.7"
"        Widowed","65,484","±1,934","2.3%","±0.1","223","±85","1.1%","±0.4"
"        Divorced","227,113","±4,005","8.0%","±0.1","1,688","±451","8.5%","±2.1"
"    Females 15 years and over","3,024,592","±465","3,024,592","(X)","19,562","±849","19,562","(X)"
"        Never married","1,055,131","±6,774","34.9%","±0.2","7,472","±782","38.2%","±3.5"
"        Now married, except separated","1,350,368","±8,695","44.6%","±0.3","7,953","±702","40.7%","±3.3"
"        Separated","55,256","±1,859","1.8%","±0.1","486","±276","2.5%","±1.4"
"        Widowed","239,073","±3,906","7.9%","±0.1","1,469","±329","7.5%","±1.7"
"        Divorced","324,764","±4,024","10.7%","±0.1","2,182","±342","11.2%","±1.7"
"FERTILITY","","","","","","","",""
"    Number of women 15 to 50 years old who had a birth in the past 12 months","75,648","±2,253","75,648","(X)","724","±251","724","(X)"
"        Unmarried women (widowed, divorced, and never married)","21,673","±1,166","28.6%","±1.4","345","±189","47.7%","±21.6"
"            Per 1,000 unmarried women","21","±1","(X)","(X)","49","±26","(X)","(X)"
"        Per 1,000 women 15 to 50 years old","45","±1","(X)","(X)","59","±20","(X)","(X)"
"        Per 1,000 women 15 to 19 years old","4","±1","(X)","(X)","0","±30","(X)","(X)"
"        Per 1,000 women 20 to 34 years old","66","±3","(X)","(X)","81","±32","(X)","(X)"
"        Per 1,000 women 35 to 50 years old","36","±2","(X)","(X)","51","±33","(X)","(X)"
"GRANDPARENTS","","","","","","","",""
"    Number of grandparents living with own grandchildren under 18 years","125,752","±3,505","125,752","(X)","1,000","±246","1,000","(X)"
"        Grandparents responsible for grandchildren","30,300","±1,689","24.1%","±1.2","245","±146","24.5%","±11.8"
"        Years responsible for grandchildren","","","","","","","",""
"            Less than 1 year","4,707","±698","3.7%","±0.5","13","±25","1.3%","±2.5"
"            1 or 2 years","6,316","±677","5.0%","±0.5","18","±30","1.8%","±3.0"
"            3 or 4 years","5,630","±671","4.5%","±0.5","134","±103","13.4%","±9.3"
"            5 or more years","13,647","±1,024","10.9%","±0.8","80","±87","8.0%","±7.8"
"    Number of grandparents responsible for own grandchildren under 18 years","30,300","±1,689","30,300","(X)","245","±146","245","(X)"
"        Who are female","20,516","±1,259","67.7%","±1.5","168","±108","68.6%","±17.7"
"        Who are married","19,550","±1,487","64.5%","±2.5","135","±113","55.1%","±29.2"
"SCHOOL ENROLLMENT","","","","","","","",""
"    Population 3 years and over enrolled in school","1,720,058","±5,824","1,720,058","(X)","11,399","±797","11,399","(X)"
"        Nursery school, preschool","102,274","±2,603","5.9%","±0.1","821","±267","7.2%","±2.3"
"        Kindergarten","75,256","±2,443","4.4%","±0.1","409","±183","3.6%","±1.6"
"        Elementary school (grades 1-8)","616,062","±3,164","35.8%","±0.2","4,852","±486","42.6%","±3.7"
"        High school (grades 9-12)","346,224","±2,810","20.1%","±0.2","2,769","±582","24.3%","±4.3"
"        College or graduate school","580,242","±4,987","33.7%","±0.2","2,548","±344","22.4%","±3.0"
"EDUCATIONAL ATTAINMENT","","","","","","","",""
