"Label (Grouping)","Massachusetts!!Estimate","Massachusetts!!Margin of Error","Massachusetts!!Percent","Massachusetts!!Percent Margin of Error","ZCTA5 01506!!Estimate","ZCTA5 01506!!Margin of Error","ZCTA5 01506!!Percent","ZCTA5 01506!!Percent Margin of Error"
"HOUSEHOLDS BY TYPE","","","","","","","",""
"    Total households","2,714,448","±4,158","2,714,448","(X)","1,395","±122","1,395","(X)"
"        Married-couple household","1,268,605","±8,723","46.7%","±0.3","719","±94","51.5%","±8.3"
"            With children of the householder under 18 years","497,049","±5,613","18.3%","±0.2","261","±98","18.7%","±7.6"
"        Cohabiting couple household","197,242","±3,699","7.3%","±0.1","131","±76","9.4%","±5.4"
"            With children of the householder under 18 years","51,274","±1,947","1.9%","±0.1","15","±17","1.1%","±1.2"
"        Male householder, no spouse/partner present","473,534","±4,711","17.4%","±0.2","226","±92","16.2%","±5.9"
"            With children of the householder under 18 years","26,391","±1,420","1.0%","±0.1","0","±13","0.0%","±2.8"
"            Householder living alone","326,240","±4,165","12.0%","±0.2","208","±92","14.9%","±5.9"
"                65 years and over","102,147","±2,741","3.8%","±0.1","110","±60","7.9%","±4.2"
"        Female householder, no spouse/partner present","775,067","±5,852","28.6%","±0.2","319","±111","22.9%","±7.0"
"            With children of the householder under 18 years","133,036","±2,935","4.9%","±0.1","32","±36","2.3%","±2.6"
"            Householder living alone","443,007","±4,718","16.3%","±0.2","232","±109","16.6%","±7.2"
"                65 years and over","221,896","±3,548","8.2%","±0.1","156","±89","11.2%","±6.0"
"        Households with one or more people under 18 years","779,995","±4,432","28.7%","±0.2","386","±86","27.7%","±7.1"
"        Households with one or more people 65 years and over","835,843","±3,332","30.8%","±0.1","564","±110","40.4%","±6.1"
"        Average household size","2.48","±0.01","(X)","(X)","2.46","±0.21","(X)","(X)"
"        Average family size","3.08","±0.01","(X)","(X)","3.15","±0.25","(X)","(X)"
"RELATIONSHIP","","","","","","","",""
"    Population in households","6,744,826","*****","6,744,826","(X)","3,427","±25","3,427","(X)"
"        Householder","2,714,448","±4,158","40.2%","±0.1","1,395","±122","40.7%","±3.5"
"        Spouse","1,264,620","±9,080","18.7%","±0.1","750","±101","21.9%","±3.0"
"        Unmarried partner","201,007","±3,828","3.0%","±0.1","139","±86","4.1%","±2.5"
"        Child","1,898,296","±5,188","28.1%","±0.1","829","±114","24.2%","±3.3"
